key,original,translation,context
BattleFieldInfo_Z002战斗,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_Z004单挑1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Z004单挑2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Z004单挑3,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Z006战斗,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_Z008战斗,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Z009战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_Z009战斗2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_Z010战斗,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M1101-10战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M1101-10战斗2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20300-31与耍猴人战斗,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20300-31与耍猴人战斗,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-31与耍猴人战斗,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20300-31与邋遢张战斗,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20300-31与邋遢张战斗,Defeat <#61C3C8>La Tazhang</color>.,,击败<#61C3C8>邋遢张</color>。
BattleFieldFail_M20300-31与邋遢张战斗,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_R10009-1 开化塔一层战斗,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10009-1 开化塔一层战斗,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10009-1 开化塔一层战斗,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20321-战斗1,Only <#61C3C8>Ye Yinping</color> is allowed to fight.,,仅限<#61C3C8>叶银瓶</color>参战。
BattleFieldInfo_M20321-战斗2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20321-战斗3,"Only <#61C3C8>{PlayerName}, Ye Yinping</color> are allowed to fight.",,仅限<#61C3C8>{PlayerName}、叶银瓶</color>参战。
BattleFieldInfo_M20321-战斗4,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20321-战斗5,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20321-战斗6,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20321-1战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20316-2战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20316-2战斗1,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20316-2战斗1,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20316-2战斗2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_M20316-2战斗2,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20316-2战斗2,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20327-1战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_R10048-1战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10048-1战斗1,Defeat <#61C3C8>Fu Bu Bingwei</color>.,,击败<#61C3C8>服部兵卫</color>。
BattleFieldFail_R10048-1战斗1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20307-1战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_R10048-2战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10048-2战斗1,Defeat <#61C3C8>Fu Bu Bingwei</color>.,,击败<#61C3C8>服部兵卫</color>。
BattleFieldFail_R10048-2战斗1,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_R10048-2战斗2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R10048-2战斗2,Defeat <#61C3C8>Fu Bu Bingwei</color>.,,击败<#61C3C8>服部兵卫</color>。
BattleFieldFail_R10048-2战斗2,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20328-2_战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20328-2_战斗2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20300-3战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-3战斗1,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-3战斗1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-3战斗2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-3战斗2,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-3战斗2,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-3战斗3,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-3战斗3,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-3战斗3,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-3战斗4,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-3战斗4,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-3战斗4,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-3战斗5,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20300-3战斗5,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20300-3战斗5,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20300-4,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20300-61（1）,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20300-61,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20300-62战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M20300-61战斗1,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M20300-61战斗2,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M1400-6,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M1400-7,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M1500-2,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_专属录像战斗1,,,
BattleFieldInfo_专属录像战斗2,,,
BattleFieldInfo_M1101-3战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1101-3战斗1,Defeat the <#61C3C8>ruffian</color>.,,击败<#61C3C8>泼皮</color>。
BattleFieldFail_M1101-3战斗1,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M1100-武师初战,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_M1301-1战斗1,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_M1600-1十字坡战斗,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1600-1十字坡战斗,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M1600-1十字坡战斗,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M1600-1十字坡战斗-叶银瓶是队友,"<#61C3C8>{PlayerName}, Ye Yinping</color> join the fight, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}、叶银瓶</color>参战，最多上阵6人。
BattleFieldWin_M1600-1十字坡战斗-叶银瓶是队友,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M1600-1十字坡战斗-叶银瓶是队友,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
,,,
BattleFieldInfo_Role1-3-老板娘,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Role1-5-单挑孔一刀,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldInfo_Role1-5-群殴孔一刀,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_Role1-5-单挑三个山贼,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldInfo_新Role1-1-落魄中年人单挑黑衣人,,,
BattleFieldInfo_新Role1-1-被黑衣人围攻,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_新Role1-1-被黑衣人围攻,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_新Role1-1-被黑衣人围攻,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_新Role2-2-逗猫戏狗阵,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_新Role2-2-逗猫戏狗阵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_新Role2-2-逗猫戏狗阵,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_新Role2-4-舞女战,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_新Role2-4-舞女战,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_新Role2-4-舞女战,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_新Role3-10-群狗咬象大阵,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_新Role3-10-群狗咬象大阵,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_新Role3-10-群狗咬象大阵,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_R20001-1野猪,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R20001-1野猪,Defeat <#61C3C8>all wild boars</color>.,,击败<#61C3C8>所有野猪</color>。
BattleFieldFail_R20001-1野猪,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_R10067-3群殴,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_R10067-3群殴,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_R10067-3群殴,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M1400-3野猪,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M1400-3野猪,Defeat <#61C3C8>all wild boars</color>.,,击败<#61C3C8>所有野猪</color>。
BattleFieldFail_M1400-3野猪,Either <#61C3C8>all of our side</color> or <#61C3C8>two mountain bandits</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>两个山贼</color>被击败。
BattleFieldInfo_R20002-1迷踪林救樵夫,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_R20002-1迷踪林救樵夫,Defeat <#61C3C8>all poisonous snakes</color>.,,击败<#61C3C8>所有毒蛇</color>。
BattleFieldFail_R20002-1迷踪林救樵夫,Either <#61C3C8>all of our side</color> or <#61C3C8>Woodcutter</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>樵夫</color>被击败。
BattleFieldInfo_Role1-5-1打洛千雪,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role1-5-1打洛千雪,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_Role1-5-1打洛千雪,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_Role1-5-2打燕子窝,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_Role1-5-2打燕子窝,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_Role1-5-2打燕子窝,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20101-2帮将军府,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20101-2帮将军府,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20101-2帮将军府,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20101-2帮脏街,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20101-2帮脏街,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20101-2帮脏街,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20101-2两边一起打,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20101-2两边一起打,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20101-2两边一起打,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20103-2粮仓抓人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20103-2粮仓抓人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20103-2粮仓抓人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20103-2难民营抓人,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20103-2难民营抓人,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20103-2难民营抓人,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_三大武馆交流会,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_三大武馆交流会,Defeat the <#61C3C8>competition opponent</color>.,,击败<#61C3C8>比赛对手</color>。
BattleFieldFail_三大武馆交流会,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_三大武馆挑战赛,Only <#61C3C8>{PlayerName}</color> can join the battle.,,仅限<#61C3C8>{PlayerName}</color>参战。
BattleFieldWin_三大武馆挑战赛,Defeat the <#61C3C8>competition opponent</color>.,,击败<#61C3C8>比赛对手</color>。
BattleFieldFail_三大武馆挑战赛,<#61C3C8>{PlayerName}</color> has been defeated.,,<#61C3C8>{PlayerName}</color>被击败。
BattleFieldInfo_M20105-2入门弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20105-2入门弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20105-2入门弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20105-2数月弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20105-2数月弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20105-2数月弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20105-2数年弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20105-2数年弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20105-2数年弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20105-2最强弟子,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20105-2最强弟子,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20105-2最强弟子,<#61C3C8>All of our members</color> are defeated.,,<#61C3C8>我方全员</color>被击败。
BattleFieldInfo_M20106-2救郎中,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.",,<#61C3C8>{PlayerName}</color>参战，最多上阵6人。
BattleFieldWin_M20106-2救郎中,Defeat <#61C3C8>all enemies</color>.,,击败<#61C3C8>全部敌人</color>。
BattleFieldFail_M20106-2救郎中,Either <#61C3C8>all of our side</color> or <#61C3C8>the doctor</color> are defeated.,,<#61C3C8>我方全员</color>或<#61C3C8>郎中</color>被击败。
