key,original,translation,context
TestKey_武功点评_4,"Thunder Spear: The entry-level Martial Arts of Ye Family Battalion, a spear technique used on the battlefield, emphasizing that the spear is as fast as thunder, often the hand rises and the spear has arrived, catching the enemy off guard.",,雷霆枪法：叶家军的入门武学，战场使用的枪法，讲究出枪如雷，往往是手起而枪已至，让敌兵措手不及。
TestKey_武功点评_5,"Pear Blossom Spear: The unique spear technique of the Yang family, when used, it is like pear blossoms falling, extremely beautiful.",,梨花枪法：杨家的枪法绝学，使出时如同梨花纷落，华美至极。
TestKey_武功点评_6,"Earth Blade: One of the street knife techniques, often used by rogues, it is difficult to enter the elegant hall.",,地趟刀法：街头刀法之一，往往是泼皮无赖使用的套路，难登大雅之堂。
TestKey_武功点评_7,"Taizu Long Fist: It is rumored to be created by the Emperor Taizu of the Song Dynasty, it is the basic technique for martial artists today.",,太祖长拳：传闻是大宋太祖皇帝所创，是当今武林人士习武的基本招式。
TestKey_武功点评_8,"Celestial Fist Technique: The fist technique of Melody House, each move is extremely soft and beautiful, like a celestial being descending, making people confused and even forgetting that they are in a fight.",,天仙拳法：妙音坊的拳法，一招一式都柔美至极，如天仙降临，让人意乱情迷甚至忘了身处战斗之中。
TestKey_武功点评_9,"Thousand Silk Pull: The tune of the Gu Immortal Sect, combined with the sect's own poison technique, makes the listener feel as if there are thousands of spiders crawling inside their body, unknowingly they have been poisoned.",,千丝引：蛊仙教的曲调，配合蛊仙教自己的毒功，让听闻之人感到如有千蛛在体内爬动，不知不觉之中就已经身中剧毒。
TestKey_武功点评_10,"Battle Mace Method: A stick technique that Yelv army soldiers must learn, emphasizing stability, accuracy, and ruthlessness. Paired with the Battle Mace as a weapon, it is extremely lethal.",,狼牙棒法：耶律军军人必学的棍法，讲究稳、准、狠三字，搭配狼牙棒作为武器，杀伤力十足。
TestKey_武功点评_11,"Wumu Book: A mental method summarized by Ye Pengju himself, rarely seen by others. It is said to contain not only the techniques of breathing and qi circulation, but also the insights of leading troops in battle.",,武穆书：叶鹏举自己总结归纳的心法，旁人难得一见，据说不只有吐纳运气的技巧，还有领兵作战的心得。
TestKey_武功点评_12,"Taichi Fist: A boxing method understood by Zhong Yangzi based on Tai Chi and Bagua, emphasizing the combination of movement and stillness to counteract.",,太极拳：重阳子根据太极八卦领悟的拳法，讲究动静结合后发制人。
TestKey_武功点评_13,"Vairocana Godly Palm: A secret palm technique hidden in the scripture library of Shifa Temple. It is rarely seen in the martial arts world. It is said to be like the coming of the Tathagata, exterminating all the demons in the world when used.",,如来神掌：释法寺内藏经阁中秘藏的掌法，武林中鲜有人有缘一见，据说使出时如同如来降世，诛灭天下邪魔。
TestKey_武功点评_14,"One Blade: The unique sword technique of Dragonfly City, named One Blade, meaning only one blade is needed. The move is extremely swift, making it unclear when one has been hit.",,一刀斩：蚍蜉城的刀法绝学，取名一刀斩意为只需一刀，出手极为迅捷，让人搞不清自己何时中刀。
TestKey_武功点评_15,"Herbal Medical Canon: The secret medical canon of the Plant Sect, which almost includes the rescue methods for all diseases.",,本草医典：本草门的秘传医典，几乎收录了事件所有病症的救助之法。
TestKey_游戏小贴士_1,Gathering and crafting do not consume time.,,采集和制造不会消耗时间。
TestKey_游戏小贴士_2,Time continues even if you stand still.,,站在原地不动时间也会继续。
TestKey_游戏小贴士_3,Everyone has their own schedule.,,每一个人都有自己的作息时间。
TestKey_游戏小贴士_4,Remember to rest and avoid overworking.,,要注意休息，不要过度劳累。
TestKey_游戏小贴士_5,"Sleeping on a straw mat can cause colds, please take precautions.",,草席睡觉会得风寒，请注意防护
TestKey_游戏小贴士_6,Please avoid being seen by others when sneaking.,,潜行时请不要被其他人看见。
TestKey_游戏小贴士_7,"Every choice is important, please be cautious.",,每一个选择都很重要，请谨慎。
TestKey_游戏小贴士_8,Some objects can be destroyed.,,有些物件是可以破坏的。
TestKey_游戏小贴士_9,Don't take things that belong to others.,,有主的东西不要乱拿。
TestKey_游戏小贴士_10,Committing crimes in the city will result in arrest.,,在城内行凶会被捕快缉拿归案。
TestKey_游戏小贴士_11,Everyone has their own preferences.,,每个人都有自己喜欢的东西。
TestKey_游戏小贴士_12,Some things will happen even if you don't participate.,,有些事即便你不参与也会发生。
TestKey_游戏小贴士_13,"Please support the official version, do not buy pirated items.",,请支持正版，不要买盗版物品。
TestKey_游戏小贴士_14,Some places prohibit animals from entering.,,有些地方是禁止动物入内的。
TestKey_游戏小贴士_15,"There are many paths in life, and success can come from any of them.",,人生有很多条路，行行出状元。
TestKey_游戏小贴士_16,Powerful martial arts are often harder to obtain.,,厉害的武功往往更难获得。
TestKey_游戏小贴士_17,Using martial arts requires the corresponding weapon.,,使用武功必须要有对应的武器。
TestKey_本期要闻_1,"The world-renowned courtesan - Miss Qincheng is visiting Lin'an City Maiden House, those who want to see her beauty should seize the opportunity!",,誉满天下的花魁——倾城姑娘莅临霖安城群芳馆，想要一睹芳泽的各位可要抓紧机会！
TestKey_江湖简讯_1,"The Grand Marshal of the Yan Kingdom's army suddenly died, the Iron Army of Yan and Yun is leaderless, the remaining troops have retreated to the north, and the crisis in Chuxiang City has been resolved!",,燕国兵马大元帅暴毙身亡，燕云铁军群龙无首，残余兵马已经撤军北归，楚襄城危机解除！
TestKey_江湖简讯_2,"For some unknown reason, the Grand Marshal of the Yan Kingdom's army hastily led the Iron Army of Yan and Yun to retreat to the Yan Kingdom. Chuxiang City has once again escaped from the war. It seems that there is a divine will protecting the people of Chuxiang City.",,不知何故，燕国兵马大元帅仓促率领燕云铁军撤回燕国，楚襄城再一次幸免于兵祸，冥冥之中，似有天意庇护楚襄城的百姓。
,,,
