key,original,translation,context
BH_Title_5800030,Collect Throwing,,搜集暗器
BH_Title_5800031,Collect Food,,搜集食物
BH_Title_5800032,Collect Side,,搜集菜肴
BH_Title_5800033,Collect Medicine,,搜集药品
BH_Title_5800034,Collect Herb,,搜集药材
BH_Title_5800035,Collect Bug,,搜集虫子
BH_Title_5800036,Collect Toxic,,搜集毒物
BH_Title_5800037,Provoke Crime Investigation Bureau,,寻衅神捕门
BH_Title_5800038,Provoke Crime Investigation Bureau,,寻衅神捕门
BH_Title_5800039,Kill Luo Qianxue,,击杀洛千雪
BH_Title_5800040,Kill Qiu Zhimo,,击杀裘之墨
BH_Title_5800041,Kill Luo Tianxiong,,击杀洛天雄
BH_Title_6500001,Collect Weapon,,搜集武器
BH_Title_6500002,Collect Armor,,搜集护甲
BH_Title_6500003,Collect Fruit,,搜集水果
BH_Title_6500004,Collect Medicine,,搜集药品
BH_Title_6500005,Collect - Wine,,搜集-酒
BH_Title_6500006,Collect Weapon,,搜集武器
BH_Title_6500007,Collect Armor,,搜集护甲
BH_Title_6500008,Collect Fruit,,搜集水果
BH_Title_6500009,Collect Medicine,,搜集药品
BH_Title_6500010,Collect - Wine,,搜集-酒
BH_Title_6500011,Sanction Nest of Swallow,,制裁燕子窝
BH_Title_6500012,Sanction Nest of Swallow,,制裁燕子窝
BH_Title_6500013,Sanction Bu Juechen,,制裁步绝尘
BH_Title_6500014,Sanction Hua Qingqing,,制裁华青青
BH_Title_6500015,Sanction Tomb Raider Sect,,制裁摸金门
BH_Title_6500016,Sanction Tomb Raider Sect,,制裁摸金门
BH_Title_6500017,Sanction Ming Bufan,,制裁命不凡
BH_Title_6500018,Catch the thief,,缉拿偷盗者
BH_Title_6500019,Catch the notorious thief,,缉拿江洋大盗
BH_Title_6500020,Catch the flower thief,,缉拿采花大盗
BH_Title_6500021,Catch the old woman,,缉拿人伢婆
BH_Title_6500022,Catch the grasshopper,,缉拿草上飞
BH_Title_6500023,Catch the monk who broke the precepts,,缉拿破戒僧
BH_Title_6500024,Catch the one-eyed dragon,,缉拿独眼龙
BH_Title_6500025,Catch the Kunlun slave,,缉拿昆仑奴
BH_Title_6500026,Catch the cultist,,缉拿邪教徒
BH_Title_40000001,Collect Weapon,,搜集武器
BH_Title_40000002,Collect Armor,,搜集护甲
BH_Title_40000003,Collect Food,,搜集食物
BH_Title_40000004,Collect Side,,搜集菜肴
BH_Title_40000005,Collect Fruit,,搜集水果
BH_Title_40000006,Collect Medicine,,搜集药品
BH_Title_40000007,Collect Aquatic,,搜集水产
BH_Title_40000008,Collect Ore,,搜集矿石
BH_Title_40000009,Collect - Wine,,搜集-酒
BH_Title_40000010,Collect Wood,,搜集木材
BH_Title_40000011,Collect Herb,,搜集药材
BH_Title_40000012,Collect Bug,,搜集虫子
BH_Title_40000013,Collect Toxic,,搜集毒物
BH_Title_40000014,Collect Toy,,搜集玩具
BH_Title_40000015,Collect Ornament,,搜集摆件
BH_Title_40000016,Collect Weapon,,搜集武器
BH_Title_40000017,Collect Armor,,搜集护甲
BH_Title_40000018,Collect Food,,搜集食物
BH_Title_40000019,Collect Side,,搜集菜肴
BH_Title_40000020,Collect Fruit,,搜集水果
BH_Title_40000021,Collect Medicine,,搜集药品
BH_Title_40000022,Collect Aquatic,,搜集水产
BH_Title_40000023,Collect Ore,,搜集矿石
BH_Title_40000024,Collect - Wine,,搜集-酒
BH_Title_40000025,Collect Wood,,搜集木材
BH_Title_40000026,Collect Herb,,搜集药材
BH_Title_40000027,Collect Bug,,搜集虫子
BH_Title_40000028,Collect Toxic,,搜集毒物
BH_Title_40000029,Collect Toy,,搜集玩具
BH_Title_40000030,Collect Ornament,,搜集摆件
BH_Title_40000031,Collect Weapon,,搜集武器
BH_Title_40000032,Collect Armor,,搜集护甲
BH_Title_40000033,Collect Food,,搜集食物
BH_Title_40000034,Collect Side,,搜集菜肴
BH_Title_40000035,Collect Fruit,,搜集水果
BH_Title_40000036,Collect Medicine,,搜集药品
BH_Title_40000037,Collect Aquatic,,搜集水产
BH_Title_40000038,Collect Ore,,搜集矿石
BH_Title_40000039,Collect - Wine,,搜集-酒
BH_Title_40000040,Collect Wood,,搜集木材
BH_Title_40000041,Collect Herb,,搜集药材
BH_Title_40000042,Collect Bug,,搜集虫子
BH_Title_40000043,Collect Toxic,,搜集毒物
BH_Title_40000044,Collect Toy,,搜集玩具
BH_Title_40000045,Collect Ornament,,搜集摆件
BH_Title_40000046,Collect Weapon,,搜集武器
BH_Title_40000047,Collect Armor,,搜集护甲
BH_Title_40000048,Collect Food,,搜集食物
BH_Title_40000049,Collect Side,,搜集菜肴
BH_Title_40000050,Collect Fruit,,搜集水果
BH_Title_40000051,Collect Medicine,,搜集药品
BH_Title_40000052,Collect Aquatic,,搜集水产
BH_Title_40000053,Collect Ore,,搜集矿石
BH_Title_40000054,Collect - Wine,,搜集-酒
BH_Title_40000055,Collect Wood,,搜集木材
BH_Title_40000056,Collect Herb,,搜集药材
BH_Title_40000057,Collect Bug,,搜集虫子
BH_Title_40000058,Collect Toxic,,搜集毒物
BH_Title_40000059,Collect Toy,,搜集玩具
BH_Title_40000060,Collect Ornament,,搜集摆件
BH_Title_20000001,Collect Weapon,,搜集武器
BH_Title_20000002,Collect Armor,,搜集护甲
BH_Title_20000003,Collect Food,,搜集食物
BH_Title_20000004,Collect Side,,搜集菜肴
BH_Title_20000005,Collect Fruit,,搜集水果
BH_Title_20000006,Collect Medicine,,搜集药品
BH_Title_20000007,Collect Aquatic,,搜集水产
BH_Title_20000008,Collect Ore,,搜集矿石
BH_Title_20000009,Collect - Wine,,搜集-酒
BH_Title_20000010,Collect Wood,,搜集木材
BH_Title_20000011,Collect Herb,,搜集药材
BH_Title_20000012,Collect Bug,,搜集虫子
BH_Title_20000013,Collect Toxic,,搜集毒物
BH_Title_20000014,Collect Toy,,搜集玩具
BH_Title_20000015,Collect Ornament,,搜集摆件
BH_Title_20000016,Collect Weapon,,搜集武器
BH_Title_20000017,Collect Armor,,搜集护甲
BH_Title_20000018,Collect Food,,搜集食物
BH_Title_20000019,Collect Side,,搜集菜肴
BH_Title_20000020,Collect Fruit,,搜集水果
BH_Title_20000021,Collect Medicine,,搜集药品
BH_Title_20000022,Collect Aquatic,,搜集水产
BH_Title_20000023,Collect Ore,,搜集矿石
BH_Title_20000024,Collect - Wine,,搜集-酒
BH_Title_20000025,Collect Wood,,搜集木材
BH_Title_20000026,Collect Herb,,搜集药材
BH_Title_20000027,Collect Bug,,搜集虫子
BH_Title_20000028,Collect Toxic,,搜集毒物
BH_Title_20000029,Collect Toy,,搜集玩具
BH_Title_20000030,Collect Ornament,,搜集摆件
BH_Title_20000031,Collect Weapon,,搜集武器
BH_Title_20000032,Collect Armor,,搜集护甲
BH_Title_20000033,Collect Food,,搜集食物
BH_Title_20000034,Collect Side,,搜集菜肴
BH_Title_20000035,Collect Fruit,,搜集水果
BH_Title_20000036,Collect Medicine,,搜集药品
BH_Title_20000037,Collect Aquatic,,搜集水产
BH_Title_20000038,Collect Ore,,搜集矿石
BH_Title_20000039,Collect - Wine,,搜集-酒
BH_Title_20000040,Collect Wood,,搜集木材
BH_Title_20000041,Collect Herb,,搜集药材
BH_Title_20000042,Collect Bug,,搜集虫子
BH_Title_20000043,Collect Toxic,,搜集毒物
BH_Title_20000044,Collect Toy,,搜集玩具
BH_Title_20000045,Collect Ornament,,搜集摆件
BH_Title_20000046,Collect Weapon,,搜集武器
BH_Title_20000047,Collect Armor,,搜集护甲
BH_Title_20000048,Collect Food,,搜集食物
BH_Title_20000049,Collect Side,,搜集菜肴
BH_Title_20000050,Collect Fruit,,搜集水果
BH_Title_20000051,Collect Medicine,,搜集药品
BH_Title_20000052,Collect Aquatic,,搜集水产
BH_Title_20000053,Collect Ore,,搜集矿石
BH_Title_20000054,Collect - Wine,,搜集-酒
BH_Title_20000055,Collect Wood,,搜集木材
BH_Title_20000056,Collect Herb,,搜集药材
BH_Title_20000057,Collect Bug,,搜集虫子
BH_Title_20000058,Collect Toxic,,搜集毒物
BH_Title_20000059,Collect Toy,,搜集玩具
BH_Title_20000060,Collect Ornament,,搜集摆件
BH_Title_20000061,Sanction Horse King Cave,,制裁马王洞
BH_Title_20000062,Sanction Horse King Cave,,制裁马王洞
BH_Title_20000063,Sanction Horse King,,制裁马王爷
BH_Title_7100001,Collect Weapon,,搜集武器
BH_Title_7100002,Collect Armor,,搜集护甲
BH_Title_7100003,Collect Fruit,,搜集水果
BH_Title_7100004,Collect Medicine,,搜集药品
BH_Title_7100005,Collect Aquatic,,搜集水产
BH_Title_7100006,Collect Ore,,搜集矿石
BH_Title_7100007,Collect Wood,,搜集木材
BH_Title_7100008,Collect Herb,,搜集药材
BH_Title_7100009,Collect Ornament,,搜集摆件
BH_Title_7100010,Collect Weapon,,搜集武器
BH_Title_7100011,Collect Armor,,搜集护甲
BH_Title_7100012,Collect Fruit,,搜集水果
BH_Title_7100013,Collect Medicine,,搜集药品
BH_Title_7100014,Collect Aquatic,,搜集水产
BH_Title_7100015,Collect Ore,,搜集矿石
BH_Title_7100016,Collect Wood,,搜集木材
BH_Title_7100017,Collect Herb,,搜集药材
BH_Title_7100018,Collect Ornament,,搜集摆件
BH_Title_7100019,Collect Weapon,,搜集武器
BH_Title_7100020,Collect Armor,,搜集护甲
BH_Title_7100021,Collect Fruit,,搜集水果
BH_Title_7100022,Collect Medicine,,搜集药品
BH_Title_7100023,Collect Aquatic,,搜集水产
BH_Title_7100024,Collect Ore,,搜集矿石
BH_Title_7100025,Collect Wood,,搜集木材
BH_Title_7100026,Collect Herb,,搜集药材
BH_Title_7100027,Collect Ornament,,搜集摆件
BH_Title_7100028,Collect Weapon,,搜集武器
BH_Title_7100029,Collect Armor,,搜集护甲
BH_Title_7100030,Collect Fruit,,搜集水果
BH_Title_7100031,Collect Medicine,,搜集药品
BH_Title_7100032,Collect Aquatic,,搜集水产
BH_Title_7100033,Collect Ore,,搜集矿石
BH_Title_7100034,Collect Wood,,搜集木材
BH_Title_7100035,Collect Herb,,搜集药材
BH_Title_7100036,Collect Ornament,,搜集摆件
BH_Title_7100037,Sanction Horse King Cave,,制裁马王洞
BH_Title_7100038,Sanction Horse King Cave,,制裁马王洞
BH_Title_7100039,Sanction Horse King,,制裁马王爷
BH_Desc_1010001,"The brothers in the stockade are short of Food recently, find some Food for them.",,寨子里的兄弟们最近食物紧缺，给兄弟们找一些食物来。
BH_Desc_1010002,"The brothers in the stockade need to replenish some Fruit recently, find some Fruit for them.",,寨子里的兄弟们最近需要补充点水果，给兄弟们找一些水果来。
BH_Desc_1010003,"The brothers in the stockade have been eating poorly recently, find some Meat for them.",,寨子里的兄弟们最近伙食很差，给兄弟们找一些肉食来。
BH_Desc_1010004,"The brothers in the stockade have no wine to drink recently, find some Wine for them.",,寨子里的兄弟们最近没有酒喝了，给兄弟们找一些酒来。
BH_Desc_1010005,"The brothers in the stockade are short of Food recently, find some Food for them.",,寨子里的兄弟们最近食物紧缺，给兄弟们找一些食物来。
BH_Desc_1010006,"The brothers in the stockade need to replenish some Fruit recently, find some Fruit for them.",,寨子里的兄弟们最近需要补充点水果，给兄弟们找一些水果来。
BH_Desc_1010007,"The brothers in the stockade have been eating poorly recently, find some Meat for them.",,寨子里的兄弟们最近伙食很差，给兄弟们找一些肉食来。
BH_Desc_1010008,"The brothers in the stockade have no wine to drink recently, find some Wine for them.",,寨子里的兄弟们最近没有酒喝了，给兄弟们找一些酒来。
BH_Desc_1010009,"The brothers in the stockade don't have handy weapons recently, find some Weapon for them.",,寨子里的兄弟们最近没有称手的家伙了，给兄弟们找一些武器来。
BH_Desc_1010010,"The brothers in the stockade have been beaten up recently, find some Armor for them.",,寨子里的兄弟们最近总被挨揍，给兄弟们找一些护甲来。
BH_Desc_1010011,"The wild boars in the Lost Forest have been very arrogant recently, some of the brothers in the stockade almost lost their lives, go teach them a lesson!",,迷踪林林的野猪最近非常嚣张，寨里的有的兄弟险些丧了命，去教训他们一下！
BH_Desc_1010012,"The snakes in the Lost Forest have been very arrogant recently, some of the brothers in the stockade almost lost their lives, go teach them a lesson!",,迷踪林林的蛇最近非常嚣张，寨里的有的兄弟险些丧了命，去教训他们一下！
BH_Desc_1010013,"The wild boars in the Lost Forest have been very arrogant recently, some of the brothers in the stockade almost lost their lives, go teach them a lesson!",,迷踪林林的野猪最近非常嚣张，寨里的有的兄弟险些丧了命，去教训他们一下！
BH_Desc_1010014,"The snakes in the Lost Forest have been very arrogant recently, some of the brothers in the stockade almost lost their lives, go teach them a lesson!",,迷踪林林的蛇最近非常嚣张，寨里的有的兄弟险些丧了命，去教训他们一下！
BH_Desc_1010015,"The wild boars in the Lost Forest have been very arrogant recently, some of the brothers in the stockade almost lost their lives, go teach them a lesson!",,迷踪林林的野猪最近非常嚣张，寨里的有的兄弟险些丧了命，去教训他们一下！
BH_Desc_30000001,"Assist civilians, Chuxiang City is buying Food at a high price.",,援助平民，楚襄城高价收购食物。
BH_Desc_30000002,The merchants in the city are buying Fruit at a high price.,,城内商贩高价收购水果。
BH_Desc_30000003,The merchants in the city are buying Meat at a high price.,,城内商贩高价收购肉食。
BH_Desc_30000004,The merchants in the city are buying - Wine at a high price.,,城内商贩高价收购-酒。
BH_Desc_30000005,The merchants in the city are buying Medicine at a high price.,,城内商贩高价收购药品。
BH_Desc_30000006,The merchants in the city are buying Side at a high price.,,城内商贩高价收购菜肴。
BH_Desc_30000007,The merchants in the city are buying Aquatic at a high price.,,城内商贩高价收购水产。
BH_Desc_30000008,The merchants in the city are buying Wood at a high price.,,城内商贩高价收购木材。
BH_Desc_30000009,The merchants in the city are buying Ore at a high price.,,城内商贩高价收购矿石。
BH_Desc_30000010,The merchants in the city are buying Weapon at a high price.,,城内商贩高价收购武器。
BH_Desc_30000011,The merchants in the city are buying Armor at a high price.,,城内商贩高价收购护甲。
BH_Desc_30000012,The merchants in the city are buying Herb at a high price.,,城内商贩高价收购药材。
BH_Desc_30000013,Merchants in the city are buying Food at high prices.,,城内商贩高价收购食物。
BH_Desc_30000014,The merchants in the city are buying Fruit at a high price.,,城内商贩高价收购水果。
BH_Desc_30000015,The merchants in the city are buying Meat at a high price.,,城内商贩高价收购肉食。
BH_Desc_30000016,The merchants in the city are buying - Wine at a high price.,,城内商贩高价收购-酒。
BH_Desc_30000017,The merchants in the city are buying Medicine at a high price.,,城内商贩高价收购药品。
BH_Desc_30000018,The merchants in the city are buying Side at a high price.,,城内商贩高价收购菜肴。
BH_Desc_30000019,The merchants in the city are buying Aquatic at a high price.,,城内商贩高价收购水产。
BH_Desc_30000020,The merchants in the city are buying Wood at a high price.,,城内商贩高价收购木材。
BH_Desc_30000021,The merchants in the city are buying Ore at a high price.,,城内商贩高价收购矿石。
BH_Desc_30000022,The merchants in the city are buying Weapon at a high price.,,城内商贩高价收购武器。
BH_Desc_30000023,The merchants in the city are buying Armor at a high price.,,城内商贩高价收购护甲。
BH_Desc_30000024,The merchants in the city are buying Herb at a high price.,,城内商贩高价收购药材。
BH_Desc_30000025,Merchants in the city are buying Food at high prices.,,城内商贩高价收购食物。
BH_Desc_30000026,The merchants in the city are buying Fruit at a high price.,,城内商贩高价收购水果。
BH_Desc_30000027,The merchants in the city are buying - Wine at a high price.,,城内商贩高价收购-酒。
BH_Desc_30000028,The merchants in the city are buying Medicine at a high price.,,城内商贩高价收购药品。
BH_Desc_30000029,The merchants in the city are buying Side at a high price.,,城内商贩高价收购菜肴。
BH_Desc_30000030,The merchants in the city are buying Aquatic at a high price.,,城内商贩高价收购水产。
BH_Desc_30000031,The merchants in the city are buying Wood at a high price.,,城内商贩高价收购木材。
BH_Desc_30000032,The merchants in the city are buying Ore at a high price.,,城内商贩高价收购矿石。
BH_Desc_30000033,The merchants in the city are buying Weapon at a high price.,,城内商贩高价收购武器。
BH_Desc_30000034,The merchants in the city are buying Armor at a high price.,,城内商贩高价收购护甲。
BH_Desc_30000035,The merchants in the city are buying Herb at a high price.,,城内商贩高价收购药材。
BH_Desc_30000036,Merchants in the city are buying Food at high prices.,,城内商贩高价收购食物。
BH_Desc_30000037,The merchants in the city are buying Fruit at a high price.,,城内商贩高价收购水果。
BH_Desc_30000038,The merchants in the city are buying - Wine at a high price.,,城内商贩高价收购-酒。
BH_Desc_30000039,The merchants in the city are buying Medicine at a high price.,,城内商贩高价收购药品。
BH_Desc_30000040,The merchants in the city are buying Side at a high price.,,城内商贩高价收购菜肴。
BH_Desc_30000041,The merchants in the city are buying Wood at a high price.,,城内商贩高价收购木材。
BH_Desc_30000042,The merchants in the city are buying Ore at a high price.,,城内商贩高价收购矿石。
BH_Desc_30000043,The merchants in the city are buying Weapon at a high price.,,城内商贩高价收购武器。
BH_Desc_30000044,The merchants in the city are buying Armor at a high price.,,城内商贩高价收购护甲。
BH_Desc_30000045,"Wild Wolf Valley is overrun with wolves, offering high rewards for martial artists to kill them!",,野狼谷野狼泛滥，高价雇佣江湖人士前往击杀！
BH_Desc_30000046,"Wild Wolf Valley is overrun with wolves, offering high rewards for martial artists to kill them!",,野狼谷野狼泛滥，高价雇佣江湖人士前往击杀！
BH_Desc_30000047,"The Wolf King Xiao Yue in Wild Wolf Valley has been unusually restless lately, offering high rewards for martial artists to kill him!",,野狼谷狼王啸月最近躁动异常，高价雇佣江湖人士前往击杀！
BH_Desc_3200001,"Our sect is currently lacking Weapon, please sect disciples collect them quickly.",,"宗内现在缺乏武器,请门派弟子速速收集。"
BH_Desc_3200002,"Our sect is currently lacking armor, please sect disciples collect them quickly.",,"宗内现在缺乏护甲,请门派弟子速速收集。"
BH_Desc_3200003,"Our sect is currently lacking Fruit, please sect disciples collect them quickly.",,"宗内现在缺乏水果,请门派弟子速速收集。"
BH_Desc_3200004,"Our sect is currently lacking Medicine, please sect disciples collect them quickly.",,"宗内现在缺乏药品,请门派弟子速速收集。"
BH_Desc_3200005,"Our sect is currently lacking Herb, please sect disciples collect them quickly.",,"宗内现在缺乏药材,请门派弟子速速收集。"
BH_Desc_3200006,"Our sect is currently lacking Bug, please sect disciples collect them quickly.",,"宗内现在缺乏虫子,请门派弟子速速收集。"
BH_Desc_3200007,"Our sect is currently lacking Ornament, please sect disciples collect them quickly.",,"宗内现在缺乏摆件,请门派弟子速速收集。"
BH_Desc_3200008,"Our sect is currently lacking Weapon, please sect disciples collect them quickly.",,"宗内现在缺乏武器,请门派弟子速速收集。"
BH_Desc_3200009,"Our sect is currently lacking armor, please sect disciples collect them quickly.",,"宗内现在缺乏护甲,请门派弟子速速收集。"
BH_Desc_3200010,"Our sect is currently lacking Fruit, please sect disciples collect them quickly.",,"宗内现在缺乏水果,请门派弟子速速收集。"
BH_Desc_3200011,"Our sect is currently lacking Medicine, please sect disciples collect them quickly.",,"宗内现在缺乏药品,请门派弟子速速收集。"
BH_Desc_3200012,"Our sect is currently lacking Herb, please sect disciples collect them quickly.",,"宗内现在缺乏药材,请门派弟子速速收集。"
BH_Desc_3200013,"Our sect is currently lacking Bug, please sect disciples collect them quickly.",,"宗内现在缺乏虫子,请门派弟子速速收集。"
BH_Desc_3200014,"Our sect is currently lacking Ornament, please sect disciples collect them quickly.",,"宗内现在缺乏摆件,请门派弟子速速收集。"
BH_Desc_3200015,"Our sect is currently lacking Fruit, please sect disciples collect them quickly.",,"宗内现在缺乏水果,请门派弟子速速收集。"
BH_Desc_3200016,"Our sect is currently lacking Medicine, please sect disciples collect them quickly.",,"宗内现在缺乏药品,请门派弟子速速收集。"
BH_Desc_3200017,"Our sect is currently lacking Herb, please sect disciples collect them quickly.",,"宗内现在缺乏药材,请门派弟子速速收集。"
BH_Desc_3200018,"Our sect is currently lacking Bug, please sect disciples collect them quickly.",,"宗内现在缺乏虫子,请门派弟子速速收集。"
BH_Desc_3200019,"Our sect is currently lacking Ornament, please sect disciples collect them quickly.",,"宗内现在缺乏摆件,请门派弟子速速收集。"
BH_Desc_3200020,"Wild Wolf Valley is overrun with wolves, hoping for sect disciples to kill them!",,野狼谷野狼泛滥，希望宗内弟子前往击杀！
BH_Desc_3200021,"Wild Wolf Valley is overrun with wolves, hoping for sect disciples to kill them!",,野狼谷野狼泛滥，希望宗内弟子前往击杀！
BH_Desc_3200022,"The Wolf King Xiao Yue in Wild Wolf Valley has been unusually restless lately, hoping for sect disciples to kill him!",,野狼谷狼王啸月最近躁动异常，希望宗内弟子前往击杀！
BH_Desc_5800001,"Our gang is currently lacking Weapon, please gang members collect them quickly.",,"帮派现在缺乏武器,请帮内人员速速收集。"
BH_Desc_5800002,"Our gang is currently lacking armor, please gang members collect them quickly.",,"帮派现在缺乏护甲,请帮内人员速速收集。"
BH_Desc_5800003,"Our gang is currently lacking Throwing, please gang members collect them quickly.",,"帮派现在缺乏暗器,请帮内人员速速收集。"
BH_Desc_5800004,"Our gang is currently lacking Food, please gang members collect them quickly.",,"帮派现在缺乏食物,请帮内人员速速收集。"
BH_Desc_5800005,"Our gang is currently lacking Side, please gang members collect them quickly.",,"帮派现在缺乏菜肴,请帮内人员速速收集。"
BH_Desc_5800006,"Our gang is currently lacking Medicine, please gang members collect them quickly.",,"帮派现在缺乏药品,请帮内人员速速收集。"
BH_Desc_5800007,"Our gang is currently lacking Herb, please gang members collect them quickly.",,"帮派现在缺乏药材,请帮内人员速速收集。"
BH_Desc_5800008,"Our gang is currently lacking Bug, please gang members collect them quickly.",,"帮派现在缺乏虫子,请帮内人员速速收集。"
BH_Desc_5800009,"Our gang is currently lacking Toxic, please gang members collect them quickly.",,"帮派现在缺乏毒物,请帮内人员速速收集。"
BH_Desc_5800010,"Our gang is currently lacking Weapon, please gang members collect them quickly.",,"帮派现在缺乏武器,请帮内人员速速收集。"
BH_Desc_5800011,"Our gang is currently lacking armor, please gang members collect them quickly.",,"帮派现在缺乏护甲,请帮内人员速速收集。"
BH_Desc_5800012,"Our gang is currently lacking Throwing, please gang members collect them quickly.",,"帮派现在缺乏暗器,请帮内人员速速收集。"
BH_Desc_5800013,"Our gang is currently lacking Food, please gang members collect them quickly.",,"帮派现在缺乏食物,请帮内人员速速收集。"
