NpcFactionBuy_通用_NoBuy,"{NpcJobTalk:第二人称} Didn't you see anything you like?|Even if the deal is not made, the friendship is still there. If you need anything, {NpcJobTalk:第二人称} please come again.|It seems that the things here have not caught {NpcJobTalk:自我称呼}'s eye.|Leaving so soon? I thought you would buy something.",{NpcJobTalk:第二人称}ไม่ถูกใจสิ่งใดเลยหรือ?|แม้ว่าการค้าจะไม่สำเร็จ แต่มิตรภาพของเรายังอยู่ หากต้องการสิ่งใด {NpcJobTalk:第二人称}ก็เชิญแวะกลับมาอีกครั้ง|ดูเหมือนสินค้าของข้าจะไม่โดนใจ{NpcJobTalk:第二人称}|จะไปแล้วหรือIนึกว่าท่านจะมาซื้ออะไรเสียอีก
NpcFactionBuy_通用_HasBuy,"{NpcJobTalk:第二人称} has a good eye.|Thank you for your patronage, welcome {NpcJobTalk:第二人称} to come again.",{NpcJobTalk:第二人称}เนี่ยตาถึงจริงๆ|ขอบคุณท่านจอมยุทธที่อุดหนุน ข้าหวังอย่างยิ่งว่า{NpcJobTalk:第二人称}จะแวะมาอุดหนุนข้าอีก
NpcFactionSell_通用_Refuse,"{NpcJobTalk:第二人称}'s things, {NpcJobTalk:自我称呼} does not accept at all.|{NpcJobTalk:自我称呼} won't quarrel with money, just with {NpcJobTalk:第二人称}.|Given our current relations, {NpcJobTalk:自我称呼} can't trust the things from {NpcJobTalk:第二人称}.|{NpcJobTalk:自我称呼} doesn't want to trade things from someone they're not familiar with.",{NpcJobTalk:自我称呼}จะไม่รับเงินของ{NpcJobTalk:第二人称}|{NpcJobTalk:自我称呼}จะไม่ทำการค้าเฉพาะแค่กับ{NpcJobTalk:第二人称}|ด้วยความสัมพันธ์ของเราในปัจจุบัน {NpcJobTalk:自我称呼}ไม่สามารถไว้วางใจ{NpcJobTalk:第二人称}ได้|{NpcJobTalk:自我称呼}ไม่ต้องการทำการค้ากับคนที่ไม่คุ้นเคย 
NpcFactionSell_通用_Before,"Let {NpcJobTalk:自我称呼} see what good things {NpcJobTalk:第二人称} has.|{NpcJobTalk:自我称呼} doesn't accept everything, it has to be the item specified by {NpcJobTalk:自我称呼}.|If it's not what {NpcJobTalk:自我称呼} wants, even if you have a mountain of gold and silver, {NpcJobTalk:自我称呼} is not interested.|Is there anything {NpcJobTalk:自我称呼} is interested in?",ไหนให้{NpcJobTalk:自我称呼}ดูหน่อยซิ ว่า{NpcJobTalk:第二人称}มีอะไรบ้าง|{NpcJobTalk:自我称呼}ไม่รับสิ่งใด เว้นเสียแต่สิ่งของนั้นที่{NpcJobTalk:第二人称}ระบุไว้|หากมิใช่สิ่งที่{NpcJobTalk:自我称呼}ต้องการ แม้เจ้าจะเสนอทองคำและเงินเป็นภูเขา {NpcJobTalk:自我称呼}ก็มิได้สนใจ|มีสิ่งใดที่อยากเสนอ{NpcJobTalk:自我称呼}บ้างล่ะ
NpcFactionSell_通用_NoSell,"Even if the deal is not made, the friendship is still there. If you have suitable things, come to {NpcJobTalk:自我称呼} again.|There's nothing worth {NpcJobTalk:自我称呼}'s expense.|Come to {NpcJobTalk:自我称呼} when you're ready.",แม้ว่าการค้าจะไม่สำเร็จ แต่มิตรภาพของเรายังอยู่ หากท่านมีสิ่งใดที่ต้องการ ก็เชิญแวะมาพบ{NpcJobTalk:自我称呼}ได้อีก|ไม่มีสิ่งใดที่คุ้มค่าไปกว่าการได้ซื้อของจากข้า|เมื่อเจ้าพร้อมแล้วค่อยมาหา{NpcJobTalk:自我称呼}
NpcFactionSell_通用_HasSell,"The things are not bad, remember to come to {NpcJobTalk:自我称呼} again when you have good things next time.|{NpcJobTalk:第二人称}'s things are not bad, remember to come again next time.",สินค้านับว่าไม่เลว หากครั้งหน้าได้ของดีๆมา อย่าลืมมาหา{NpcJobTalk:自我称呼}อีกล่ะ|ของของ{NpcJobTalk:自我称呼} นับว่าไม่เลวเลย ไว้มาอีกนะ
NpcTrading_通用_Refuse,"{NpcJobTalk:自我称呼} will not exchange anything with {NpcJobTalk:第二人称}.|Given our current relations, {NpcJobTalk:自我称呼} can't trust the things from {NpcJobTalk:第二人称}.|Given {NpcJobTalk:第二人称}'s character, I'm afraid those things are not clean!",{NpcJobTalk:自我称呼} จะไม่แลกเปลี่ยนสิ่งใดกับ {NpcJobTalk:第二人称} ทั้งนั้น|ความสัมพันธ์ของ {NpcJobTalk:自我称呼} ไม่อาจเชื่อถือสิ่งของจาก {NpcJobTalk:第二人称} ได้หรอก|คนอย่าง {NpcJobTalk:第二人称} ข้าเกรงว่าของเหล่านั้นจะไม่ใช่ของที่ดี
NpcTrading_通用_Apply,"Let {NpcJobTalk:自我称呼} see what good things {NpcJobTalk:第二人称} has.|As long as it's something {NpcJobTalk:自我称呼} is satisfied with, anything can be exchanged!",ให้{NpcJobTalk:自我称呼}ชมสินค้าที่{NpcJobTalk:第二人称}มีซิ|ตราบใดที่เป็นสิ่งที่{NpcJobTalk:自我称呼}ถูกใจ ทุกอย่างล้วนแลกเปลี่ยนกันได้
NpcTrading_通用_HasTrade,"The things are not bad, remember to come to {NpcJobTalk:自我称呼} again when you have good things next time.|The things are good, it's an eye-opener this time.",ของเหล่านี้ไม่เลวนัก จำไว้ว่าเมื่อใดมีสิ่งดี ๆ อีก จงกลับมาหา{NpcJobTalk:自我称呼}อีกนะ|สิ่งของเหล่านี้ดียิ่งนัก ครั้งนี้ช่างเปิดหูเปิดตา{NpcJobTalk:自我称呼}เสียจริง
NpcTrading_通用_NoTrade,"Even if the deal is not made, the friendship is still there. If you have suitable things, come to {NpcJobTalk:自我称呼} again.|There's nothing worth {NpcJobTalk:自我称呼}'s expense.|Come to {NpcJobTalk:自我称呼} when you're ready.",แม้ว่าการค้าจะไม่สำเร็จ แต่มิตรภาพของเรายังอยู่ หากท่านมีสิ่งใดที่ต้องการ ก็เชิญแวะมาพบ{NpcJobTalk:自我称呼}ได้อีก|ไม่มีสิ่งใดที่คุ้มค่าไปกว่าการได้ซื้อของจากข้า|เมื่อเจ้าพร้อมแล้วค่อยมาหา{NpcJobTalk:自我称呼}
NpcTrading_通用_Default,"How about {NpcJobTalk:自我称呼}'s things?|Are you overwhelmed by the choices?|Is there anything you fancy?|Are you amazed by the variety?|Quality over quantity!|{NpcJobTalk:自我称呼}'s goods are genuine and worth the price!|Everything from {NpcJobTalk:自我称呼} is here.|No rush, take your time.",สิ่งของเหล่านี้ของ{NpcJobTalk:自我称呼}เป็นอย่างไรบ้าง?|เจ้ารู้สึกเลือกไม่ถูกกับสิ่งของมากมายเช่นนี้ใช่หรือไม่?|เจ้ารู้สึกตกตะลึงกับความหลากหลายเหล่านี้อย่างงั้นหรือ?|เน้นคุณภาพมากกว่าปริมาณ!|สิ่งของเหล่านี้ของ{NpcJobTalk:自我称呼}เป็นของแท้และราคาคุ้มค่า!|สิ่งของทั้งหมดของ{NpcJobTalk:自我称呼}อยู่นี่แล้ว|ไม่ต้องรีบร้อน ค่อยๆเลือกดู
NpcTrading_通用_Disagree,"{NpcJobTalk:自我称呼} doesn't do loss-making deals.|{NpcJobTalk:第二人称} needs to add more items.|This won't do, it's not enough.|No deal, add more.|Don't try to fool {NpcJobTalk:自我称呼} with these trinkets.|These items are not even worth the cost.|{NpcJobTalk:第二人称}, don't push it too far.|Is {NpcJobTalk:第二人称} joking?|Don't think you can take advantage of {NpcJobTalk:自我称呼}!|Don't upset {NpcJobTalk:自我称呼}!",{NpcJobTalk:自我称呼}ไม่ทำข้อตกลงที่ขาดทุน หรอกนะ|{NpcJobTalk:第二人称}ต้องเพิ่มสิ่งของให้มากว่านี้|ไม่ได้ๆ มันยังไม่พอเลย|ยังไม่พอ เพิ่มอีก|อย่าคิดหลอก{NpcJobTalk:自我称呼}ด้วยสิ่งของไร้ค่าเหล่านี้|สิ่งของเหล่านี้ไร้ค่าเกินกว่าที่จะหยิบจับ|{NpcJobTalk:第二人称}อย่าดันทุรังเกินไป|{NpcJobTalk:第二人称} กำลังล้อข้าเล่นอยู่หรือไง?|อย่าคิดฉวยโอกาสจาก {NpcJobTalk:自我称呼}!|อย่ามาทำให้{NpcJobTalk:自我称呼}เสียอารมณ์!
NpcTrading_通用_Agree,"Fair and reasonable, couldn't be better!|It's pretty good as it is now.|{NpcJobTalk:自我称呼} is somewhat tempted.|Why not just make a deal!|{NpcJobTalk:自我称呼} is quite satisfied with the current trade.",สมเหตุสมผลและสมน้ำสมเนื้อ ดียิ่งนัก!|เป็นเช่นนี้ก็เหมาะสมแล้ว|{NpcJobTalk:自我称呼}รู้สึกพึงพอใจกับมันอยู่บ้าง|เหตุไฉนไม่ทำข้อตกลงกันเสียเลยล่ะ!|{NpcJobTalk:自我称呼}พึงพอใจกับข้อตกลงในตอนนี้อย่างยิ่ง
NpcSight_通用_FameLowBattle,"Don't blame {NpcJobTalk:自我称呼} for being Cruel Heart!|{NpcJobTalk:第二人称} really brought it upon himself!|{NpcJobTalk:自我称呼} will make {NpcJobTalk:第二人称} pay for what he has done!|{NpcJobTalk:自我称呼} will not show mercy!|Brainless brute, seeking your own death!|It's {NpcJobTalk:第二人称} who came to the door himself!|It's either you die, or I live!|You didn't run away when you saw {NpcJobTalk:自我称呼}?",หาก{NpcJobTalk:第二人称}กล้าทำเช่นนี้ ก็อย่าโทษ{NpcJobTalk:自我称呼}ที่โหดเหี้ยม!|{NpcJobTalk:第二人称}ช่างหยิ่งยโสนัก {NpcJobTalk:自我称呼}ไม่อาจทนได้|อย่าโทษ{NpcJobTalk:自我称呼} ที่ต้องตัดสินใจเด็ดขาด|ขอให้{NpcJobTalk:第二人称}ให้อภัย{NpcJobTalk:自我称呼} ที่ต้องเลือกส่วนรวมเหนือส่วนตัว|{NpcJobTalk:自我称呼}จำต้องทำเช่นนี้ เพื่อหยุดยั้ง{NpcJobTalk:第二人称}|เมื่อ{NpcJobTalk:自我称呼}เห็นมันแล้ว {NpcJobTalk:第二人称}คงไม่อาจรอดไปได้|{NpcJobTalk:第二人称}ควรวิงวอนขอให้โชคดี
NpcSight_通用_FameLowReact,"Spare {NpcJobTalk:自我称呼}, {NpcJobTalk:自我称呼} didn't see anything.|Don't mess around.|Spare my life!|Please show mercy.|Let's talk it out.|It's none of {NpcJobTalk:自我称呼}'s business!",ปล่อย{NpcJobTalk:自我称呼}ไปเถอะ {NpcJobTalk:自我称呼}ไม่ได้เห็นอะไรทั้งนั้น!|อย่าทำอะไรบุ่มบ่ามนะ!|ไว้ชีวิตข้าเถอะ!|โปรดเมตตาข้าด้วย|ค่อยๆ พูด ค่อยๆ จากันได้ไหม!|มันไม่เกี่ยวข้องกับ{NpcJobTalk:自我称呼}เลยนะ!
NpcSight_通用_RelationLowBattle,"Let's settle this, {NpcJobTalk:自我称呼} and {NpcJobTalk:第二人称}.|Vendetta, let's end it all today!|{NpcJobTalk:自我称呼} has been wanting to beat {NpcJobTalk:第二人称} for a long time!|Who would have thought {NpcJobTalk:第二人称} would see this day!|Does {NpcJobTalk:第二人称} have any last words?",ระหว่าง{NpcJobTalk:自我称呼}กับ{NpcJobTalk:第二人称} มายุติเรื่องนี้กันเถอะ|ความแค้นนี้ เราจะจบมันในวันนี้!|{NpcJobTalk:自我称呼}ต้องการเอาชนะ{NpcJobTalk:第二人称} มานานแล้ว! |ใครจะคิดว่า{NpcJobTalk:第二人称} จะรอดมาจนถึงวันนี้!|{NpcJobTalk:第二人称}มีอะไรจะสั่งเสียไหม?
NpcSight_通用_RelationLowReact,"Spare {NpcJobTalk:自我称呼}, {NpcJobTalk:自我称呼} didn't see anything.|Don't mess around.|Spare my life!|Please show mercy.|Let's talk it out.|It's none of {NpcJobTalk:自我称呼}'s business!",ปล่อย{NpcJobTalk:自我称呼}ไปเถอะ {NpcJobTalk:自我称呼}ไม่ได้เห็นอะไรทั้งนั้น!|อย่าทำอะไรบุ่มบ่ามนะ!|ไว้ชีวิตข้าเถอะ!|โปรดเมตตาข้าด้วย|ค่อยๆ พูด ค่อยๆ จากันได้ไหม!|มันไม่เกี่ยวข้องกับ{NpcJobTalk:自我称呼}เลยนะ!
NpcSight_通用_FameRelationLowBattle,"Let's settle this, {NpcJobTalk:自我称呼} and {NpcJobTalk:第二人称}.|Vendetta, let's end it all today!|{NpcJobTalk:自我称呼} has been wanting to beat {NpcJobTalk:第二人称} for a long time!|Who would have thought {NpcJobTalk:第二人称} would see this day!|Does {NpcJobTalk:第二人称} have any last words?",ระหว่าง{NpcJobTalk:自我称呼}กับ{NpcJobTalk:第二人称} มายุติเรื่องนี้กันเถอะ|ความแค้นนี้ เราจะจบมันในวันนี้!|{NpcJobTalk:自我称呼}ต้องการเอาชนะ{NpcJobTalk:第二人称} มานานแล้ว! |ใครจะคิดว่า{NpcJobTalk:第二人称} จะรอดมาจนถึงวันนี้!|{NpcJobTalk:第二人称}มีอะไรจะสั่งเสียไหม?
NpcSight_通用_FameRelationLowReact,"Spare {NpcJobTalk:自我称呼}, {NpcJobTalk:自我称呼} didn't see anything.|Don't mess around.|Spare my life!|Please show mercy.|Let's talk it out.|It's none of {NpcJobTalk:自我称呼}'s business!",ปล่อย{NpcJobTalk:自我称呼}ไปเถอะ {NpcJobTalk:自我称呼}ไม่ได้เห็นอะไรทั้งนั้น!|อย่าทำอะไรบุ่มบ่ามนะ!|ไว้ชีวิตข้าเถอะ!|โปรดเมตตาข้าด้วย|ค่อยๆ พูด ค่อยๆ จากันได้ไหม!|มันไม่เกี่ยวข้องกับ{NpcJobTalk:自我称呼}เลยนะ!
NpcSight_通用_StealthWarning,"What is {NpcJobTalk:第二人称} doing?|What are you sneaking around for?|I advise {NpcJobTalk:第二人称} not to continue such actions.|There is no benefit in {NpcJobTalk:第二人称} doing this.|{NpcJobTalk:第二人称} will regret it if you don't restrain yourself.|{NpcJobTalk:自我称呼} has been watching {NpcJobTalk:第二人称} for a long time.|Don't play tricks in front of {NpcJobTalk:自我称呼}.|{NpcJobTalk:第二人称}, please mind your behavior.",{NpcJobTalk:第二人称}กำลังทำอะไรอยู่?|{NpcJobTalk:第二人称}กำลังแอบทำอะไรน่ะ?|ข้าแนะนำ{NpcJobTalk:第二人称} ว่าอย่าได้ทำเช่นนี้ต่อไป|{NpcJobTalk:第二人称}จะไม่ได้ประโยชน์อันใดจากการกระทำเช่นนี้|หาก{NpcJobTalk:第二人称}ไม่รู้จักยับยั้งชั่งใจ {NpcJobTalk:第二人称}จะต้องเสียใจ|ข้าเฝ้ามอง{NpcJobTalk:第二人称}มานานแล้ว|อย่าได้กล้าเล่นเล่ห์เหลี่ยมต่อหน้า{NpcJobTalk:自我称呼}|{NpcJobTalk:第二人称}จงระวังพฤติกรรมของตัวเอง
NpcSight_通用_StealthBattle,"You're asking for trouble!|Deliberately offending, utterly despicable!|If you continue to be ungrateful, {NpcJobTalk:自我称呼} will have to take action.|Stubborn!|{NpcJobTalk:第二人称} will regret it.|Don't blame {NpcJobTalk:自我称呼} for being ruthless!|Don't blame {NpcJobTalk:自我称呼} for punishing without teaching!",เจ้ากำลังหาเรื่องใส่ตัว!|เจ้าจงใจก่อความวุ่นวาย ช่างน่ารังเกียจยิ่งนัก!|หากเจ้ายังไม่รู้จักบุญคุณ {NpcJobTalk:自我称呼}คงจะต้องลงมือเอง|ดื้อรั้นเสียจริง!|{NpcJobTalk:第二人称}จะต้องเสียใจในสิ่งที่ทำ|อย่าหาว่า{NpcJobTalk:自我称呼}โหดเหี้ยมนะ!|อย่าโทษ{NpcJobTalk:自我称呼} ที่ลงโทษโดยไม่เตือน!
NpcSight_通用_StealthReact,"Spare {NpcJobTalk:自我称呼}, {NpcJobTalk:自我称呼} didn't see anything.|Don't mess around.|Spare my life!|Please show mercy.|Let's talk it out.|It's none of {NpcJobTalk:自我称呼}'s business!",ปล่อย{NpcJobTalk:自我称呼}ไปเถอะ {NpcJobTalk:自我称呼}ไม่ได้เห็นอะไรทั้งนั้น!|อย่าทำอะไรบุ่มบ่ามนะ!|ไว้ชีวิตข้าเถอะ!|โปรดเมตตาข้าด้วย|ค่อยๆ พูด ค่อยๆ จากันได้ไหม!|มันไม่เกี่ยวข้องกับ{NpcJobTalk:自我称呼}เลยนะ!
NpcSight_通用_StealthDiss,"What is {NpcJobTalk:第二人称} doing?|What are you sneaking around for?|I advise {NpcJobTalk:第二人称} not to continue such actions.|There is no benefit in {NpcJobTalk:第二人称} doing this.|{NpcJobTalk:第二人称} will regret it if you don't restrain yourself.|{NpcJobTalk:自我称呼} has been watching {NpcJobTalk:第二人称} for a long time.|Don't play tricks in front of {NpcJobTalk:自我称呼}.|{NpcJobTalk:第二人称}, please mind your behavior.|Shamelessly doing this under everyone's eyes.|What is your intention with such a sneaky action?",{NpcJobTalk:第二人称}กำลังทำอะไรอยู่?|{NpcJobTalk:第二人称}กำลังแอบทำอะไรน่ะ?|ข้าแนะนำ{NpcJobTalk:第二人称} ว่าอย่าได้ทำเช่นนี้ต่อไป|{NpcJobTalk:第二人称}จะไม่ได้ประโยชน์อันใดจากการกระทำเช่นนี้|หาก{NpcJobTalk:第二人称}ไม่รู้จักยับยั้งชั่งใจ {NpcJobTalk:第二人称}จะต้องเสียใจ|ข้าเฝ้ามอง{NpcJobTalk:第二人称}มานานแล้ว|อย่าได้กล้าเล่นเล่ห์เหลี่ยมต่อหน้า{NpcJobTalk:自我称呼}|{NpcJobTalk:第二人称}จงระวังพฤติกรรมของตัวเอง|ช่างกล้าทำเช่นนี้ต่อหน้าคนมากมาย|เจ้าประสงค์อะไร ถึงทำลับๆ ล่อๆ เช่นนี้
NpcSight_通用_ObjectWarning,"What is {NpcJobTalk:第二人称} doing?|What are you doing sneakily?|Is this something {NpcJobTalk:第二人称} can touch?|I advise {NpcJobTalk:第二人称} not to continue such actions.|There is no benefit in {NpcJobTalk:第二人称} doing this.|{NpcJobTalk:第二人称} will regret it if you don't restrain yourself.|{NpcJobTalk:自我称呼} has been watching {NpcJobTalk:第二人称} for a long time.|Don't mess with things here!|{NpcJobTalk:第二人称}, please mind your behavior.|Run away, or {NpcJobTalk:第二人称} won't be polite.",{NpcJobTalk:第二人称}กำลังทำอะไรอยู่?|เจ้าแอบทำอะไรอยู่?|ของชิ้นนี้ {NpcJobTalk:第二人称}กล้าแตะต้องหรือ?|ขอเตือน{NpcJobTalk:第二人称} ว่าอย่าได้ทำเช่นนี้ต่อไป|{NpcJobTalk:第二人称}จะไม่ได้อะไรจากการทำเช่นนี้|หาก{NpcJobTalk:第二人称}ไม่รู้จักยับยั้งชั่งใจ เจ้าจะต้องเสียใจ|{NpcJobTalk:自我称呼}เฝ้าดู{NpcJobTalk:第二人称}มานานแล้ว|อย่ามายุ่งกับสิ่งของที่นี่!|{NpcJobTalk:第二人称}จงระวังตัวให้ดี|รีบหนีไปเสีย ไม่เช่นนั้น{NpcJobTalk:第二人称}จะไม่ไว้หน้าเจ้า
NpcSight_通用_ObjectBattle,"You're asking for trouble!|Deliberately offending, utterly despicable!|If you continue to be ungrateful, {NpcJobTalk:自我称呼} will have to take action.|Stubborn!|{NpcJobTalk:第二人称} will regret it.|Don't blame {NpcJobTalk:自我称呼} for being ruthless!|Don't blame {NpcJobTalk:自我称呼} for punishing without teaching!",เจ้ากำลังหาเรื่องใส่ตัว!|เจ้าจงใจก่อความวุ่นวาย ช่างน่ารังเกียจยิ่งนัก!|หากเจ้ายังไม่รู้จักบุญคุณ {NpcJobTalk:自我称呼}คงจะต้องลงมือเอง|ดื้อรั้นเสียจริง!|{NpcJobTalk:第二人称}จะต้องเสียใจในสิ่งที่ทำ|อย่าหาว่า{NpcJobTalk:自我称呼}โหดเหี้ยมนะ!|อย่าโทษ{NpcJobTalk:自我称呼} ที่ลงโทษโดยไม่เตือน!
NpcSight_通用_ObjectReact,"I advise {NpcJobTalk:第二人称} not to continue such actions.|There is no benefit in {NpcJobTalk:第二人称} doing this.|{NpcJobTalk:第二人称} will regret it if you don't restrain yourself.|Don't mess with things here!|{NpcJobTalk:第二人称} had better run away from here.|Please {NpcJobTalk:第二人称}, remove your hand.",ข้าขอแนะนำให้{NpcJobTalk:第二人称} หยุดทำแบบนี้ซะ|{NpcJobTalk:第二人称}ทำแบบนี้ก็ไม่ได้อะไรขึ้นมา|{NpcJobTalk:第二人称}จะเสียใจถ้าเจ้าไม่หัดควบคุมตัวเอง|อย่ามือบอนไปยุ่งกับสิ่งของที่นี่!|{NpcJobTalk:第二人称}ควรออกไปจากที่นี่จะดีกว่า!|{NpcJobTalk:第二人称}โปรดเอามืออกไป!
NpcSight_通用_ItemWarning,"What is {NpcJobTalk:第二人称} doing?|Is this something {NpcJobTalk:第二人称} can take?|I advise {NpcJobTalk:第二人称} to put down the item.|There is no benefit in {NpcJobTalk:第二人称} doing this.|{NpcJobTalk:第二人称} will regret it if you don't restrain yourself.|{NpcJobTalk:自我称呼} has been watching {NpcJobTalk:第二人称} for a long time.|Don't randomly take things here!|{NpcJobTalk:第二人称}, please mind your behavior.|Behave, or {NpcJobTalk:第二人称} won't be polite.",{NpcJobTalk:第二人称}กำลังทำอะไรอยู่?|นี่เป็นสิ่งที่{NpcJobTalk:第二人称} สามารถหยิบไปได้หรือ?|ข้าขอเตือน{NpcJobTalk:第二人称} ให้วางสิ่งของนั้นลง|ไม่มีประโยชน์ที่{NpcJobTalk:第二人称}จะทำแบบนี้|{NpcJobTalk:第二人称}จะเสียใจ หากไม่รู้จักยับยั้งชั่งใจ|{NpcJobTalk:自我称呼}ดู{NpcJobTalk:第二人称}มานานแล้ว|อย่าได้กล้าหยิบฉวยสิ่งของในที่นี้!|{NpcJobTalk:第二人称}จงระวังพฤติกรรมของตนเอง|ทำตัวดีๆนะ ไม่งั้นข้าจะไม่ไว้หน้า{NpcJobTalk:第二人称}
