DLC1CurrencySLGFoodTitle,Food,อาหาร
DLC1CurrencySLGFoodContent,"Obtain through <color=#a94e37>land, diplomacy, trade</color> and other methods.","ได้รับผ่าน <color=#a94e37>พื้นที่, การทูต, แลกเปลี่ยน</color> และวิธีอื่นๆ"
DLC1CurrencySLGMineTitle,Mineral resources,ทรัพยากรแร่
DLC1CurrencySLGMineContent,"Obtain through <color=#a94e37>land, diplomacy, trade</color> and other methods.","ได้รับผ่าน <color=#a94e37>พื้นที่, การทูต, แลกเปลี่ยน</color> และวิธีอื่นๆ"
DLC1CurrencySLGDrugTitle,Herb,สมุนไพร
DLC1CurrencySLGDrugContent,"Obtain through <color=#a94e37>land, diplomacy, trade</color> and other methods.","ได้รับผ่าน <color=#a94e37>พื้นที่, การทูต, แลกเปลี่ยน</color> และวิธีอื่นๆ"
DLC1CurrencySLGWoodTitle,Wood,ไม้
DLC1CurrencySLGWoodContent,"Obtain through <color=#a94e37>land, diplomacy, trade</color> and other methods.","ได้รับผ่าน <color=#a94e37>พื้นที่, การทูต, แลกเปลี่ยน</color> และวิธีอื่นๆ"
DLCQuickBattleConfirm,Start a quick battle?,เริ่มการต่อสู้แบบด่วน?
DLC1NoOwnerGround,No Man's Land,ดินแดนไม่มีเจ้าของ
DLC1TaskPrize,Reward:,รางวัล:
DLC1AttackCost,Attack cost:,ค่าโจมตี:
DLC1AppeaseCost,Benefit People Cost:,ค่าช่วยเหลือผู้คน:
DLC1SupportCost,Supply Cost:,ค่าทรัพยากร:
DLC1AttackTip,Choose the starting point of the attack,เลือกจุดเริ่มต้นของการโจมตี
DLC1AttackTip1,Please select the Characters to attack together (up to 6),กรุณาเลือกตัวละครที่จะออกโจมตีร่วมกัน (สูงสุด 6 คน)
DLC1AttackDoAction,Strike Out,โจมตี
DLC1CureTip,Please select the Character to Heal,โปรดเลือกตัวละครที่จะรักษา
DLC1AppeaseDoAction,Benefit People,ช่วยเหลือผู้คน
DLC1AppeaseTip,Please select the Character to Benefit People,โปรดเลือกตัวละครที่ช่วยเหลือผู้คน
DLC1AppeaseTipTarget,Please select the location for the benefit of the people,กรุณาเลือกสถานที่ที่จะช่วยเหลือผู้คน
DLC1ComprehendTip,Please select the character to comprehend the martial arts,กรุณาเลือกตัวละครที่จะเข้าใจวรยุทธ์
DLC1FactionKungfu,Sect martial arts,วรยุทธ์สำนัก
DLC1SupportDoAction,Resupply,จัดส่งเสบียง
DLC1SupportTip,Please select the character to resupply,กรุณาเลือกตัวละครที่จะทำการจัดส่งเสบียง
DLC1SupportTipTarget,Please select the location for resupply,กรุณาเลือกสถานที่จะจัดส่งเสบียง
DLC1ResearchTip,Please select the Character for meditation,กรุณาเลือกตัวละครที่จะทำสมาธิ
DLC1ResearchGetReward,Will get: {0} meditation points,จะได้รับ: {0} แต้มสมาธิ
DLC1ResearchTip1,"The higher the Character's Intelligence, the more meditation points obtained",หากตัวละครมีสติปัญญาสูง จะได้รับจำนวนแต้มสมาธิมากขึ้น
DLC1CostNeed,Required:,ต้องการ:
DLC1ResearchDoAction,Meditation,ทำสมาธิ
DLC1Comprehension,Intelligence{0},สติปัญญา{0}
DLC1PractiseTip,Please select the character to learn martial arts,กรุณาเลือกตัวละครที่จะฝึกฝนวรยุทธ์
DLC1PractiseUnlearned,Not learned,ยังไม่ได้ฝึกฝน
DLC1PractiseDoAction,Learn,ฝึกฝน
DLC1PractiseGet,EXP+{0},ค่าประสบการณ์+{0}
DLC1Position1,Sect Leader,เจ้าสำนัก
DLC1Position2,Inner Sect Disciple,ศิษย์ในสำนัก
DLC1Position3,Outer Sect Disciple,ศิษย์นอกสำนัก
DLC1ManageTitle,Disciple Management,จัดการลูกศิษย์
DLC1FeatureTip,Please select the character to modify the traits,กรุณาเลือกตัวละครที่จะปรับเปลี่ยนคุณลักษณะ
DLC1FeaturePre,Innate traits,คุณลักษณะเริ่มต้น
DLC1FeatureFactionSelect,Select sect traits,เลือกทักษะพิเศษของสำนัก
DLC1FeatureCanUsePoint,Available points,แต้มที่สามารถใช้ได้
DLC1FeatureSave,Save,บันทึก
DLC1RecruitDoAction,Recruit,รับสมัคร
DLC1RecruitSalary,Recruitment cost,ค่ารับสมัคร
DLC1RecruitStayTime,Run away after {0} months,จะจากไปในอีก {0} เดือน
DLC1RecruitMore,More Disciples,ลูกศิษย์เพิ่มเติม
DLC1RecruitCost,Consumable,ใช้ 
DLC1RecruitCost1,The number of Disciples visiting next month will increase by one,เดือนหน้าจะมีศิษย์ใหม่มาเยือนเพิ่มอีก 1 คน
DLC1QuickBattleTitle,Auto Battle,ต่อสู้อัตโนมัติ
DLC1QuickBattleRemain,Remaining number: {0},จำนวนที่เหลืออยู่: {0}
DLC1CureDoAction,Start healing,เริ่มการรักษา
DLC1RecruitBeGoodAt,Specializes in,ถนัด
DLC1RecruitPrescription,Duration,ระยะเวลา
DLC1FeatureChangedTip,"Modified the characteristics of {0}, do you want to save?",ได้ปรับเปลี่ยนคุณลักษณะของ {0} แล้ว ต้องการบันทึกหรือไม่?
DLC1ManageUpgradeTip,Do you want to promote {0} to an inner disciple?,ต้องการเลื่อนตำแหน่ง {0} เป็นลูกศิษย์ภายในหรือไม่?
DLC1ManageFireTip,Do you want {0} to leave the sect?,ต้องการให้ {0} ออกจากสำนักหรือไม่?
DLC1AskMakeAllie,"{0} wants to form an alliance with you, do you accept?",{0} ต้องการร่วมมือเป็นพันธมิตรกับท่าน ต้องการยอมรับหรือไม่?
DLC1AskPeace,"{0} wants to make peace with you, do you accept?",{0} ต้องการเจรจาสันติภาพกับท่าน ต้องการยอมรับหรือไม่?”
DLC1LogBlank,{0},{0}
DLC1LogGeneric,%l%{0},%l%{0}
DLC1LogLevel,%lc%{0}Level has been raised to {1}.,%lc%{0} เลื่อนระดับขึ้นเป็น {1}
DLC1LogKungfuLevel,%lc%The {1} of {0} has been raised to {2}.,%lc% {0} ของ {1} เพิ่มขึ้นเป็น {2}
DLC1LogItem,%lc% obtained {0}.,%lc% ได้รับ {0}
DLC1LogItemLose,%l%Lost {0}.,%l% สูญเสีย {0}
DLC1LogCurrency,%lc% obtained {0}{1}.,%lc% ได้รับ {0}{1}
DLC1LogCurrencyLose,%l%Lost {0}{1}.,%l% สูญเสีย {0}{1}
DLC1LogBuff,%lc% obtained feature {0}.,%lc% ได้รับทักษะพิเศษ {0}
DLC1LogKungfu,%lc% obtained {0}.,%lc% ได้รับ {0}
DLC1LogRelation,"%lc% Relations with {0} have increased by {1}, currently at {2}.","%lc% กับ {0} ความสัมพันธ์เพิ่มขึ้น {1}, ขณะนี้อยู่ที่ {2}"
DLC1LogTrade,"%lc% traded with {0}, obtained {1}{2}.",%lc% ค้าขายกับ {0} ได้รับ {1}{2}
DLC1LogTraderVisted,%lc% {0} has arrived.,%lc% {0} ถึงแล้ว
DLC1LogTradeLeave,%l%{0} has run away.,%l% {0} ได้ออกไปแล้ว
DLC1LogMaxMember,"%ls%The current number of Disciples has exceeded the sect limit, all Disciples' Mood decreases by <color=#a94e37>{0}</color> points.",%ls% จำนวนศิษย์ปัจจุบันเกินขีดจำกัดของสำนักแล้ว ลูกศิษย์ทั้งหมดค่าอารมณ์ลดลง <color=#a94e37>{0}</color> แต้ม
DLC1LogBeAttacked,"%ls% {0} is about to attack my {1}, be on guard.",%ls% {0} กำลังจะโจมตีฝ่ายเรา {1} โปรดระวัง
DLC1LogAllieExit,%ls% {0} is no longer an ally of this sect.,%ls% {0} ไม่ใช่พันธมิตรของสำนักเราอีกต่อไป
DLC1LogFactionEliminate,
DLC1LogTitleMaxMember,Disciples exceed limit,ลูกศิษย์เกินขีดจำกัด
DLC1LogTitleBeAttacked,Being attacked,ถูกโจมตี
DLC1LogTitleAllieExit,Alliance ended,สิ้นสุดการเป็นพันธมิตร
DLC1LogTitleFactionEliminate,Sect destroyed,สำนักถูกทำลาย
DLC1ArenaFighting,In battle,กำลังต่อสู้
DLC1JourneyTimeLess,Duration: {0} months,ระยะเวลา: {0} เดือน
DLC1JourneyMemberNum0,Limit: {0} people,จำกัด: {0} คน
DLC1JourneyMemberNum1,Limit: {0}-{1} people,จำกัด: {0}-{1} คน
UIPageJourney_Content_UITipFeature_btnGo_Text(TMP),Depart,ออกเดินทาง
UIPageJourneySelectMax,%lc%Exceeding the number limit,%lc% เกินจำนวนที่กำหนด
UIPageJourneySelectMin,Insufficient number of people,จำนวนไม่เพียงพอ
DLC1AiAttack,%l%{0} is preparing to attack {1}'s {2}.,%l% {0} เตรียมโจมตี {1} ที่ {2}
DLC1AiFactionStatusNoneSuccess,%l%{0} and {1} have successfully negotiated peace.,%l% {0} กับ {1} เจรจาสำเร็จ
DLC1AiFactionStatusNoneFail,%l%{0} and {1} failed to negotiate peace.,%l% {0} กับ {1} เจรจาล้มเหลว
DLC1AiFactionDeadTitle,Sect destroyed,สำนักถูกทำลาย
DLC1AiFactionDeadContent,%ls% {0} has disappeared from the martial arts world.,%ls% {0} ได้หายสาบสูญไปจากยุทธภพแล้ว
DLC1ChronicleInfo_MemberAdd,Disciple {0} has joined the sect.,ศิษย์ {0} เข้าร่วมสำนัก
DLC1ChronicleInfo_MemberPromoted,Disciple {0} has been promoted to an inner disciple.,ศิษย์ {0} ได้เลื่อนตำแหน่งเป็นศิษย์ภายใน
DLC1ChronicleInfo_MemberLeaved,Disciple {0} has been expelled from the sect.,ศิษย์ {0} ถูกขับไล่ออกจากสำนัก
DLC1ChronicleInfo_ProvinceAdd,{0} has been occupied.,ยึดครอง {0}
DLC1ChronicleInfo_ProvinceLost,{0} has been lost.,สูญเสีย {0}
DLC1ChronicleInfo_FactionEnemy,We have entered a hostile state with {0}.,เข้าเป็นศัตรูกับ {0}
DLC1ChronicleInfo_FactionDefeated,{0} has been annihilated., {0} ถูกกวาดล้างแล้ว
DLC1ChronicleInfo_FactionTrading,We have established a trade relationship with {0}.,ตกลงค้าขายกับ {0}
DLC1ChronicleInfo_FactionTradingEnd,We have terminated our trade relationship with {0}.,ยกเลิกความสัมพันธ์ทางการค้า กับ {0}
DLC1ChronicleInfo_FactionAllie,We have become allies with {0}.,กลายเป็นพันธมิตรกับ {0}
DLC1ChronicleInfo_FactionAllieEnd,We have terminated our alliance with {0}.,ยกเลิกความสัมพันธ์พันธมิตรกับ {0}
DLC1ChronicleInfo_GameWin,"Dominating the Martial World, game victory!",ยึดครองยุทธภพสำเร็จ ชนะเกม!
DLC1ChronicleInfo_GameLose,"Our sect has been annihilated, game over!",สำนักถูกทำลายแล้ว เกมล้มเหลว!
DLC1ForeignAgreeTradeCommon,"We, {0}, agree to trade with {1}!",เรา {0} ตกลงที่จะค้าขายกับ {1}!
DLC1ForeignBeFriendCost,Do you want to spend {0} money to reconcile with {1}?,ต้องการใช้เงิน {0} เพื่อเจรจากับ {1} ไหม?
DLC1ForeignAgreeReconciledCommon,"We, {0}, agree to a temporary ceasefire with {1}!",เรา {0} ตกลงที่จะสงบศึกชั่วคราวกับ {1}!
DLC1ForeignRefuseReconciledCommon,"We, {0}, refuse to reconcile with {1}. To the death!",เรา {0} ปฏิเสธที่จะเจรจากับ {1} สู้ตายไปเลย!
DLC1ForeignAgreeAlignedCommon,"We, {0}, agree to form an alliance with {1}!",เรา {0} ตกลงที่จะเป็นพันธมิตรกับ {1}!
DLC1ForeignRefuseAlignedCommon,"We, {0}, refuse to form an alliance with {1}. Sorry!",ขออภัย เรา {0} ปฏิเสธที่จะเป็นพันธมิตรกับ {1}！
DLC1ForeignRelationAddForMe,Our relationship with this sect: {0}<color=green>+{1}</color>,ความสัมพันธ์กับสำนักนี้: {0} <color=green>+{1}</color>
DLC1ForeignAgreePresentCommon,Thank you for {0}'s gift!,ขอบคุณสำหรับของขวัญจาก {0}!
DLC1TraderStayTime,Stay for {0} months,อยู่ที่นี่ {0} เดือน
DLC1TraderCommingTime,Visit after {0} months,จะมาเยือนอีก {0} เดือน
DLC1Difficult0,Easy,ง่าย
DLC1Difficult1,Normal,ปกติ
DLC1Difficult2,Hard,ยาก
DLC1Difficult3,Nightmare,ฝันร้าย
DLC1SelectFactionStartGame,Start Game,เริ่มต้นเกม
DLC1SelectFaction,Select Faction,เลือกฝ่าย
DLC1SelectFactionStartGameTip,Eliminate {0} at any difficulty to unlock this force.,กวาดล้าง {0} ในระดับความยากใดๆ จะปลดล็อกกองกำลังนี้
DLC1SelectedFaction,Selected Faction,ฝ่ายที่เลือก
DLC1SelectFactionOriginCharacters,Initial Faction Character,ตัวละครเริ่มต้นของสำนัก
DLC1SelectFactionKungfus,Faction Martial Arts,วรยุทธ์ของสำนัก
DLC1SelectFactionFeatures,Faction Traits,คุณลักษณะของสำนัก
DLC1SelectOriginResources,Initial Resources,ทรัพยากรเริ่มต้น
DLC1ForeignBtnBeFriend,Make friends,ผูกมิตร
DLC1ForeignBtnTrade,Trade,การค้า
DLC1ForeignBtnReconciled,Reconciliation,เจรจา
DLC1ForeignBtnAlliance,Alliance,พันธมิตร
DLC1ForeignFactionCharacters,Faction Character,ตัวละครของสำนัก
DLC1ForeignTradeEstimated,Trade Estimate,ประเมินการค้า
DLC1ForeignTrading,Trading,กำลังทำการค้า
DLC1ForeignAlliancing,Forming Alliance,อยู่ระหว่างการเป็นพันธมิตร
DLC1ForeignTradedGetResource,Expected monthly gain after trade:,คาดว่าแต่ละเดือนหลังทำการค้าจะได้รับ: 
DLC1ForeignSelectItems,Select Item,เลือกสิ่งของ
DLC1ForeignPresent,Gift,ของขวัญ
DLC1ForeignRelationForMe,Relationship with our sect: {0},ความสัมพันธ์ในสำนัก: {0}
DLC1PvcTipNoBody,There is no Disciple stationed here.,ที่นี่ไม่มีลูกศิษย์ประจำการอยู่
DLC1TraderTitle1,Name,ชื่อ
DLC1TraderTitle2,Price,ราคา
DLC1TraderTitle3,Stock,มีสินค้า
DLC1TraderBtnBuy,Buy,ซื้อ
DLC1ComprehendKungfuUnlockTip,{0} Level Unlock,ปลดล็อกระดับ {0}
DLC1ComprehendForgetTip,Do you want to forget {0}? All levels will be lost after forgetting.,"คุณแน่ใจว่าต้องการลืม {0} หรือไม่, หากลืมแล้วจะสูญเสียระดับทั้งหมด"
DLC1ItemPageTip,Please select a character for item information,กรุณาเลือกตัวละครเพื่อตรวจสอบสิ่งของ
DLC1ChangeFactionNameTip,Change selected faction name,แก้ไขชื่อฝ่ายที่เลือกแล้ว
DLC1JSMovePoint,Move cursor,เคลื่อนเม้าส์
DLC1JSSelectTarget,Select target,เลือกเป้าหมาย
DLC1JSIncomeNext,Income estimate,คาดการณ์รายได้
DLC1JSSelectAction,Select action,เลือกการกระทำ
DLC1JSDoAction,Execute,ดำเนินการ
DLC1JSInformation,Message,ข้อความ
DLC1JSSetting,Settings,ตั้งค่า
DLC1JSTipShow,Key Prompt,เคล็ดลับปุ่ม
DLC1JSClickAction,Perform action,ดำเนินการ
DLC1JSMapStage,Select location,เลือกสถานที่
DLC1Compet0,The <color=#a94e37>{0}</color> round of competition is about to begin.,การแข่งขันรอบที่ <color=#a94e37>{0}</color> กำลังจะเริ่มขึ้น
DLC1Compet1,<color=#a94e37>{0}</color>'s <color=#a94e37>{1}</color> is fighting against <color=#a94e37>{2}</color>'s <color=#a94e37>{3}</color>.,<color=#a94e37>{0}</color> ของ <color=#a94e37>{1}</color> จะต่อสู้กับ <color=#a94e37>{2}</color> ของ <color=#a94e37>{3}</color>
DLC1Compet2,"Due to the number of participants, congratulations to <color=#a94e37>{0}</color>'s <color=#a94e37>{1}</color> for advancing directly to the next round of competition.",ด้วยจำนวนคนที่มีอยู่ ขอแสดงความยินดีกับ <color=#a94e37>{0}</color> ของ <color=#a94e37>{1}</color> ที่ได้เข้าสู่รอบถัดไปโดยตรง
DLC1Compet3,The <color=#a94e37>{0}</color> round of competition officially begins.,การแข่งขันรอบที่ <color=#a94e37>{0}</color> ของการแข่งขันอย่างเป็นทางการ กำลังเริ่มต้นขึ้น
DLC1Compet4,"After an exciting competition, the champion of this martial arts tournament is <color=#a94e37>{0}</color>'s <color=#a94e37>{1}</color>, rewarded with <color=#a94e37>100 martial arts certificates</color>.",หลังจากการแข่งขันที่น่าตื่นเต้น ผู้ชนะของงานชุมนุมยุทธภพครั้งนี้คือ <color=#a94e37>{0}</color> ของ <color=#a94e37>{1}</color> รางวัล <color=#a94e37>100 เหรียญยุทธภพ</color>
DLC1Compet5,"The runner-up is <color=#a94e37>{0}</color>'s <color=#a94e37>{1}</color>, rewarded with <color=#a94e37>60 martial arts certificates</color>.",รองชนะเลิศคือ <color=#a94e37>{0}</color> ของ <color=#a94e37>{1}</color> รางวัล <color=#a94e37>60 เหรียญยุทธภพ</color>
DLC1Compet6,"The third place is <color=#a94e37>{0}</color>'s <color=#a94e37>{1}</color>, rewarded with <color=#a94e37>30 martial arts certificates</color>.",อันดับสามคือ <color=#a94e37>{0}</color> ของ <color=#a94e37>{1}</color> รางวัล <color=#a94e37>30 เหรียญยุทธภพ</color>
DLC1Compet7,"The martial arts tournament is over, thank you all for your support.",งานชุมนุมยุทธภพครั้งนี้สิ้นสุดลง ขอบคุณทุกท่านที่ให้การสนับสนุน
AiProgressText,{0} is taking action,{0} กำลังลงมือ
DLC1JSProvinceInfoCheck,Info,ข้อมูล
DLC1JSProvinceInfoClose,Close interface,ปิดหน้าต่าง
DLC1TipNextIncomeTitle,Income estimate,คาดการณ์รายได้
DLC1TipDiff1Title,Easy,ง่าย
DLC1TipDiff1Content,"A relatively easy gameplay difficulty, AI's damage is reduced by <color=#0cf045>50%</color>, AI's resource acquisition is reduced by <color=#0cf045>50%</color>.","ความยากในการเล่น ""ง่าย"", ความเสียหายของ AI ลดลง <color=#0cf045>50%</color>, การได้รับทรัพยากรของ AI ลดลง <color=#0cf045>50%</color>"
DLC1TipDiff2Title,Normal,ปกติ
DLC1TipDiff2Content,"Recommended gameplay difficulty, AI will cause normal damage and normal resource acquisition.","ความยากในการเล่นที่แนะนำ, AI จะสร้างความเสียหายตามปกติและได้รับทรัพยากรตามปกติ"
DLC1TipDiff3Title,Hard,ยาก
DLC1TipDiff3Content,"A gameplay difficulty relative to Hard, AI's Increases Damage by <color=#d70ced>50%</color>, AI's resource acquisition increases by <color=#d70ced>50%</color>.","ยากความยากในการเล่นที่ ""ยาก"", ความเสียหายของ AI เพิ่มขึ้น <color=#d70ced>50%</color>, การได้รับทรัพยากรของ AI เพิ่มขึ้น <color=#d70ced>50%</color>"
DLC1TipDiff4Title,Nightmare,ฝันร้าย
DLC1TipDiff4Content,"A very Hard gameplay difficulty, AI's Increases Damage by <color=#c02b10>100%</color>, AI's resource acquisition increases by <color=#c02b10>100%</color>.","ความยากในการเล่น ""ฝันร้าย"", ความเสียหายของ AI เพิ่มขึ้น <color=#c02b10>100%</color>, การได้รับทรัพยากรของ AI เพิ่มขึ้น <color=#c02b10>100%</color>"
DLC1TipIdlerTitle,Inactive Character,ตัวละครที่ยังไม่ได้ลงมือ
DLC1TipIdlerContent,There are {0} Disciples who have not acted in the current round.,ในรอบปัจจุบันมีลูกศิษย์ {0} คนที่ยังไม่ได้ลงมือ
DLC1TipOverTitle,Disciples Overstaffed,จำนวนลูกศิษย์เกิน
DLC1TipOverContent,"Current Disciples exceed the sect's capacity limit, other Disciples will lose a lot of Mood each round.\nThrough the ""management"" function, force the excess Disciples to ""leave the sect"" (in story mode, it is ""rest"").","ลูกศิษย์ในปัจจุบันเกินขีดจำกัดที่สำนักรองรับได้, ศิษย์คนอื่นๆ ค่าอารมณ์จะลดลงอย่างมากในแต่ละรอบ\nผ่านฟังก์ชัน “บริหารสำนัก” จะบังคับให้ลูกศิษย์ส่วนเกิน “ออกจากสำนัก” (ในโหมดเรื่องจะเป็น “พักผ่อน”)"
DLC1JSScrollMap,Scroll Map,เลื่อนแผนที่
DLC1JSScrollCheck,Scroll Info,เลื่อนข้อมูล
DLC1JSTradeItemInfo,Product Information,ข้อมูลสินค้า
DLC1JSTraderChange,Switch Merchant,เปลี่ยนพ่อค้า
DLC1RealIncomeTip,Actual {0}-Disciple consumption {1},รายรับจริง {0} - ลูกศิษย์ใช้ {1}
DLC1LogPractiseSuccess,%lc%{0}'s {1} gained {2} points of Experience,%lc% {0} ของ {1} ได้รับ {2} แต้มประสบการณ์
DLC1RecruitLimitTip,%lc%Recruitment limit for this month has been reached,%lc% การรับสมัครในเดือนนี้ถึงขีดจำกัดแล้ว
DLC1AttackTip2,Please select a target to attack,กรุณาเลือกเป้าหมายที่จะโจมตี
