key,original,translation,context
BattleFieldInfo_R10056-3预设战斗2,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_R10056-3预设战斗2,Defeat the <#61C3C8>Jiuli Tribe</color>,,击败<#61C3C8>九黎部落众人</color>
BattleFieldFail_R10056-3预设战斗2,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_R10056-3预设战斗3,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_R10056-3预设战斗3,Defeat the <#61C3C8>Jiuli Tribe</color>,,击败<#61C3C8>九黎部落众人</color>
BattleFieldFail_R10056-3预设战斗3,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_R10050-1孔一刀过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10050-1孔一刀过了药效,Defeat <#61C3C8>Kong Yidao</color>,,击败<#61C3C8>孔一刀</color>
BattleFieldFail_R10050-1孔一刀过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10022-1步绝尘过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10022-1步绝尘过了药效,Defeat <#61C3C8>Bu Juechen</color>,,击败<#61C3C8>步绝尘</color>
BattleFieldFail_R10022-1步绝尘过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10083-1洛天雄过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10083-1洛天雄过了药效,Defeat <#61C3C8>Luo Tianxiong</color>,,击败<#61C3C8>洛天雄</color>
BattleFieldFail_R10083-1洛天雄过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10043-1剑痴过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10043-1剑痴过了药效,Defeat <#61C3C8>Jian Chi</color>,,击败<#61C3C8>剑痴</color>
BattleFieldFail_R10043-1剑痴过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10012-1重阳子过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10012-1重阳子过了药效,Defeat <#61C3C8>Zhong Yangzi</color>,,击败<#61C3C8>重阳子</color>
BattleFieldFail_R10012-1重阳子过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10075-2付瑶琴过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10075-2付瑶琴过了药效,Defeat <#61C3C8>Fu Yaoqin</color>,,击败<#61C3C8>付瑶琴</color>
BattleFieldFail_R10075-2付瑶琴过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10024-1慧元过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10024-1慧元过了药效,Defeat <#61C3C8>Hui Yuan</color>,,击败<#61C3C8>慧元</color>
BattleFieldFail_R10024-1慧元过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10017-1蔡元常过了药效,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10017-1蔡元常过了药效,Defeat <#61C3C8>Cai Yuanchang</color>,,击败<#61C3C8>蔡元常</color>
BattleFieldFail_R10017-1蔡元常过了药效,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_R10025-3_金身铜人,Only <#61C3C8>{PlayerName}</color> can participate in the battle,,仅限<#61C3C8>{PlayerName}</color>参战
BattleFieldWin_R10025-3_金身铜人,Defeat <#61C3C8>Golden Copper Man</color>,,击败<#61C3C8>金身铜人</color>
BattleFieldFail_R10025-3_金身铜人,<#61C3C8>{PlayerName}</color> is defeated,,<#61C3C8>{PlayerName}</color>被击败
BattleFieldInfo_M20331-1_黑吃黑,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_M20331-1_黑吃黑,Defeat <#61C3C8>Relic House People</color>,,击败<#61C3C8>聚财坊众人</color>
BattleFieldFail_M20331-1_黑吃黑,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_CR004战斗,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_CR004战斗,Defeat <#61C3C8>Wild Wolf</color>,,击败<#61C3C8>野狼</color>
BattleFieldFail_CR004战斗,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_CR006战斗,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_CR006战斗,Defeat <#61C3C8>Fugitive</color>,,击败<#61C3C8>逃犯</color>
BattleFieldFail_CR006战斗,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_CR20100-1战斗,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_CR20100-1战斗,Defeat <#61C3C8>Official</color>,,击败<#61C3C8>官差</color>
BattleFieldFail_CR20100-1战斗,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_CR20200-1战斗,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_CR20200-1战斗,Defeat <#61C3C8>Official</color>,,击败<#61C3C8>官差</color>
BattleFieldFail_CR20200-1战斗,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_CR20300-1战斗,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_CR20300-1战斗,Defeat <#61C3C8>Official</color>,,击败<#61C3C8>官差</color>
BattleFieldFail_CR20300-1战斗,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_M20333-3群殴老魔头,<#61C3C8>All of your team</color> participate in the battle,,<#61C3C8>己方全体</color>参战
BattleFieldWin_M20333-3群殴老魔头,Defeat <#61C3C8>Lao Motou</color>,,击败<#61C3C8>老魔头</color>
BattleFieldFail_M20333-3群殴老魔头,<#61C3C8>All of us</color> are defeated,,<#61C3C8>己方全体</color>被击败
BattleFieldInfo_M20333-4回忆战斗_释法寺,<#61C3C8>Lao Motou</color> Joins the Battle,,<#61C3C8>老魔头</color>参战
BattleFieldWin_M20333-4回忆战斗_释法寺,Defeat <#61C3C8>Shifa Temple People</color>,,击败<#61C3C8>释法寺众人</color>
BattleFieldFail_M20333-4回忆战斗_释法寺,<#61C3C8>Lao Motou</color> is Defeated,,<#61C3C8>老魔头</color>被击败
BattleFieldInfo_M20333-4回忆战斗_道玄宗,<#61C3C8>Lao Motou</color> Joins the Battle,,<#61C3C8>老魔头</color>参战
BattleFieldWin_M20333-4回忆战斗_道玄宗,Defeat <#61C3C8>Taoist Sect People</color>,,击败<#61C3C8>道玄宗众人</color>
BattleFieldFail_M20333-4回忆战斗_道玄宗,<#61C3C8>Lao Motou</color> is Defeated,,<#61C3C8>老魔头</color>被击败
BattleFieldInfo_M20333-4回忆战斗_儒圣馆,<#61C3C8>Lao Motou</color> Joins the Battle,,<#61C3C8>老魔头</color>参战
BattleFieldWin_M20333-4回忆战斗_儒圣馆,Defeat <#61C3C8>Confucius Temple People</color>,,击败<#61C3C8>儒圣馆众人</color>
