key,original,translation,context
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag_Text(5),ACC,,命中
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag_Text(6),CRIT,,暴击
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag_Text(7),MED,,医术
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag_Text(8),THRW,,暗器
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag_Text(9),KNOW,,武学常识
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text,DEF,,防御力
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(1),AS,,集气速度
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(2),SWD,,御剑
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(3),LW,,长兵
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(4),MUS,,音律
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(5),EVA,,闪避
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(6),PAR,,格挡
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(7),TOX,,毒术
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(8),COM,,连击
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(9),CBT,,实战能力
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_tag1_Text(10),CT,,反击
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_gongji,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_qinggong,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_quanzhang,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_shuadao,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_duanbing,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_mingzhong,109% +10%,,109% +10%
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_baoji,10%,,10%
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_yishu,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_anqi,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo_wuxuechangshi,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_fangyu,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_jiqi,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_yujian,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_changbing,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_yinlv,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_shanbi,100% +19%,,100% +19%
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_gedang,100% +19%,,100% +19%
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_dushu,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_hubo,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_RoleInfo1_shizhannengli,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_Additional_gongji,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_Additional_qinggong,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_Additional1_fangyu,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor1_Additional1_jiqi,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag_Text,Attack power,,攻击力
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag_Text(1),Qinggong,,轻功
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag_Text(2),Fist,,拳掌
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag_Text(3),Blade,,耍刀
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag_Text(4),Short,,短兵
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag1_Text,Defense power,,防御力
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag1_Text(1),Initial Action Point,,初始集气
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag1_Text(2),Sword,,御剑
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag1_Text(3),Long,,长兵
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_tag1_Text(4),Musical,,音律
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo_gongji,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo_qinggong,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo_quanzhang,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo_shuadao,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo_duanbing,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo1_fangyu,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo1_jiqi,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo1_yujian,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo1_changbing,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_RoleInfo1_yinlv,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Additional_gongji,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Additional_qinggong,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Additional1_fangyu,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Additional1_jiqi,+20,,+20
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Interaction_Button_Text(TMP),Gift,,送礼
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Interaction_Button(1)_Text(TMP),Spar,,切磋
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Interaction_Button(2)_Text(TMP),Trade,,易物
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Interaction_Button(3)_Text(TMP),Leave team,,离队
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag_Text,Benevolence,,仁德
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag_Text(1),Propriety,,礼节
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag_Text(2),Trustworthy,,信用
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag(1)_Text,Righteous,,义气
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag(1)_Text(1),Wisdom,,智慧
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_tag(1)_Text(2),Courage,,勇气
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo_lijie,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo_xinyong,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo(1)_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo(1)_lijie,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_RoleInfor_Character_RoleInfo(1)_xinyong,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_PlayerInfo_Viewport_Content,"Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan.",,人物小传岳飞从二十岁起，曾先后四次从军，自建炎二十年人物小传岳飞从二十岁起，曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_1_Text,BENE,,仁德
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_1_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_2_Text,RIGH,,义气
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_2_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_3_Text,PRO,,礼节
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_3_rende,<color=#FF0000>100,,<color=#FF0000>100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_4_Text,TRUST,,信用
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_4_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_5_Text,WIS,,智慧
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_5_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_6_Text,COUR,,勇气
UIMenuPanel_UIRoleMenuPanel_LeftPanel_PlayerInfo_playerBottom_6_rende,100,,100
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_npcBottom_songli_Text(TMP),Gift,,送礼
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_npcBottom_yiwu_Text(TMP),Trade,,易物
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_npcBottom_qingjiao_Text(TMP),Request,,请教
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_npcBottom_leave_Text(TMP),Leave team,,离队
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_Relation,[Intimate],,[知己]
UIMenuPanel_UIRoleMenuPanel_LeftPanel_NpcInfo_Info_Viewport_Content,"Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan. Biography of Yue Fei: Since the age of twenty, he has joined the army four times, starting from the 20th year of Jianyan. He has joined the army four times since the 20th year of Jianyan.",,人物小传岳飞从二十岁起，曾先后四次从军，自建炎二十年人物小传岳飞从二十岁起，曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军曾先后四次从自建炎二十年从二先后四次从人物小传岳飞从二十岁起，曾先后四次从军
UIMenuPanel_UIPack_Package_Item_num,22,,22
UIMenuPanel_UIPack_Package_Item_mark_Text(TMP),Unknown,,未知
UIMenuPanel_UIPack_Package_menu_Equipment_Text(TMP),Equipment,,装备
UIMenuPanel_UIPack_Package_menu_Equipment_Text(TMP)(1),Equipment,,装备
UIMenuPanel_UIPack_Package_menu_SecretBook_Text(TMP),Manual,,秘籍
UIMenuPanel_UIPack_Package_menu_SecretBook_Text(TMP)(1),Manual,,秘籍
UIMenuPanel_UIPack_Package_menu_Consume_Text(TMP),Consumables,,消耗品
UIMenuPanel_UIPack_Package_menu_Consume_Text(TMP)(1),Consumables,,消耗品
UIMenuPanel_UIPack_Package_menu_Material_Text(TMP),Material,,材料
UIMenuPanel_UIPack_Package_menu_Material_Text(TMP)(1),Material,,材料
UIMenuPanel_UIPack_Package_menu_Map_Text(TMP),Map,,地图
UIMenuPanel_UIPack_Package_menu_Map_Text(TMP)(1),Map,,地图
UIMenuPanel_UIPack_Package_menu_Other_Text(TMP),Other,,其他
UIMenuPanel_UIPack_Package_menu_Other_Text(TMP)(1),Other,,其他
UIMenuPanel_UIPack_Package_Nothing_Image_Text(TMP),"Hero, your inventory is empty!",,大侠，您的包裹还没有东西哦！
UIMenuPanel_UIMartialArts_SkillPanel_SkillPanel_Name,Kitty Eighteen Palms,,猫猫十八掌
UIMenuPanel_UIMartialArts_SkillPanel_SkillPanel_State,Already in battle,,已出战
UIMenuPanel_UIMartialArts_MartialArts_KongFu_Title,Learned martial arts,,已学习武功
UIMenuPanel_UIMartialArts_MartialArts_KongFu_KongFu_1_Name,Kitty Eighteen Palms,,猫猫十八掌
UIMenuPanel_UIMartialArts_MartialArts_KongFu_KongFu_1_Lv,First level,,第一重
UIMenuPanel_UIMartialArts_MartialArts_KongFu_KongFu_1_State,Running,,运行中
