key,original,translation,context
Hit_Miss,Evasion,,闪避
Hit_Resist,No damage,,免伤
Hit_DamageRtn,Reflect,,反弹
Hit_DamageNear,Share,,分摊
Hit_DamageSplash,Splash,,溅射
Hit_DamageIsFlank,Side attack,,侧击
Hit_DamageIsBackStab,Back attack,,背击
Hit_DamageGuard,Parry,,承伤
Hit_DamageTransfer,Transfer,,转移
KungfuAvalible_EpLow,Not enough MP,,内力不足
MiningGiveUp,Run away,,离开
KungfuAvalibleLog_EpLow,"%c%Not enough MP, can't use {0}",,%c%内力不足，无法施展{0}
KungfuAvalible_SpUsed,Used,,已使用
KungfuAvalibleLog_SpUsed,%c%Can't use {0} again in this battle,,%c%本场战斗无法再次施展{0}
KungfuAvalible_NoWeapon,Incorrect weapon,,武器不符
KungfuAvalibleLog_NoWeapon,"%c%Incorrect weapon equipped, can't use {0}",,%c%所持武器不符，无法施展{0}
KungfuAvalibleLog_AccuUniqueLow,%c%Activate after accumulating {0} Spirit,,%c%累计获得{0}战意后激活
KungfuAvalible_IsCooling,On cooldown,,冷却中
KungfuAvalibleLog_IsCooling,%c%Normal use after {0} actions,,%c%{0}次行动后正常施展
AssistAvalibleLog_AccuUniqueLow,%c%Need to obtain {0} Spirit first to assist,,%c%需要先获得{0}战意才能援助
KungfuAvalibleLog_DisposableUsed,%c%Already used in this battle,,%c%本场战斗已施展
KungfuAvalible_DisposableUsed,Already used,,已施展
KungfuAvalibleLog_NoBondTarget,%c%{0} did not assist,,%c%{0}没有进行援助
KungfuAvalible_NoBondTarget,Can't use,,无法施展
KungfuAvalibleLog_NotInBondArea,"%c%Too far from {0}, can't use",,%c%距{0}过远，无法施展
KungfuAvalible_NotInBondArea,Can't use,,无法施展
NormalAttack_NotAvalible,%c%Exceeded normal attack range,,%c%已超出普攻范围
NormalAttack_NoKungfu,%c%Unable to attack,,%c%无法进行攻击
KungfuCastForbiden_NoPath,"%c%Path is blocked, can't use",,%c%路径被阻挡，无法施展
KungfuCastForbiden_NoActor,%c%No target to use,,%c%没有施展目标
KungfuCastForbiden_NoEmptyGround,%c%Can't use in this area,,%c%该区域无法施展
KungfuCastForbiden_IsBlock,%c%Can't use in this area,,%c%该区域无法施展
KungfuCastForbiden_CantCharge,"%c%No place to move, can't use",,%c%没有可位移的地方，无法施展
InBattle_InternalAtk,Boost</color>,,加力</color>
InBattle_InternalDef,<#7C7CFF>Protection</color>,,<#7C7CFF>护体</color>
InBattle_SecondWind,One-hit invincible,,一击不死
BattleDamageStyle_Normal,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_DamageSplash,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_DamageRtn,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_DamageNear,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_Action,<#5FF2FF>Charge up<size=+12>{0}</color>,,<#5FF2FF>集气<size=+12>{0}</color>
BattleDamageStyle_Bleed,<#F55452>{0}</color>,,<#F55452>{0}</color>
BattleDamageStyle_Heal,<#94FF4D>HP<size=+12>{0}</color>,,<#94FF4D>生命<size=+12>{0}</color>
BattleDamageStyle_Ep,<#FFFFFF>MP<size=+12>{0}</color>,,<#FFFFFF>内力<size=+12>{0}</color>
BattleDamageStyle_Crit,<size=+12><#FF793E>Critical<size=+24>{0}</color>,,<size=+12><#FF793E>暴击<size=+24>{0}</color>
BattleDamageStyle_Parry,Parry{0},,格挡{0}
BattleDamageStyle_DamageGuard,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_DamageTransfer,<size=+12>{0},,<size=+12>{0}
BattleDamageStyle_UnknownDamage,<#F55452>HP{0}</color>,,<#F55452>生命{0}</color>
InstantBattle_RetreatConfirm,"<#61C3C8>{0}</color> has left the combat area, do you want to exit the battle?",,<#61C3C8>{0}</color>已脱离战斗区域，是否退出战斗？
InstantBattle_RetreatFriend,<#61C3C8>{0}</color> successfully left the battle,,<#61C3C8>{0}</color>脱离战斗成功
InstantBattle_RetreatEnemy,<#FF0000>{0}</color> successfully left the battle,,<#FF0000>{0}</color>脱离战斗成功
InstantBattle_TimeCost,This battle took a total of <#F55452>{0}</color>,,本场战斗共计耗时 <#F55452>{0}</color>
BattleUseItemCount_Med,Used <#00ff00>{0}/{1}</color> in this battle,,本场已用 <#00ff00>{0}/{1}</color>
